State,County,duration,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other
IA,Warren,"(128.0, 256.0]",0,0,2,6,0,1,0,0
IA,Warren,"(16.0, 32.0]",48,10,64,2,0,23,8,0
IA,Warren,"(16384.0, inf]",0,0,0,15,0,0,0,1
IA,Warren,"(256.0, 512.0]",0,0,0,5,0,0,0,0
IA,Warren,"(32.0, 64.0]",15,8,457,0,0,8,2,0
IA,Warren,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
IA,Warren,"(512.0, 1024.0]",0,0,0,5,0,0,0,1
IA,Warren,"(64.0, 128.0]",3,0,26,0,0,1,1,0
IA,Warren,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
IA,Warren,ALL,66,18,649,38,0,33,11,2
IA,Washington,"(0.0, 16.0]",0,0,9,0,0,0,0,0
IA,Washington,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
IA,Washington,"(16.0, 32.0]",4,1,8,1,0,1,1,0
IA,Washington,"(16384.0, inf]",0,0,0,4,0,0,0,0
IA,Washington,"(256.0, 512.0]",0,0,0,1,0,0,0,0
IA,Washington,"(32.0, 64.0]",1,0,288,0,0,4,0,0
IA,Washington,"(512.0, 1024.0]",0,0,0,4,0,0,0,0
IA,Washington,"(64.0, 128.0]",0,0,6,0,0,0,0,0
IA,Washington,ALL,5,1,311,11,0,5,1,0
IA,Wayne,"(0.0, 16.0]",0,0,20,0,0,0,0,0
IA,Wayne,"(16.0, 32.0]",0,0,34,0,0,2,0,0
IA,Wayne,"(16384.0, inf]",0,0,0,2,0,0,0,0
IA,Wayne,"(256.0, 512.0]",0,0,0,1,0,0,0,0
IA,Wayne,"(32.0, 64.0]",0,0,130,0,0,1,0,0
IA,Wayne,"(512.0, 1024.0]",0,0,0,5,0,0,0,0
IA,Wayne,"(64.0, 128.0]",0,0,3,0,0,0,0,0
IA,Wayne,ALL,0,0,187,8,0,3,0,0
IA,Webster,"(0.0, 16.0]",0,0,140,0,0,4,0,0
IA,Webster,"(128.0, 256.0]",0,0,2,0,0,0,0,0
IA,Webster,"(16.0, 32.0]",2,0,127,1,0,7,1,1
IA,Webster,"(16384.0, inf]",0,0,0,1,0,0,0,0
IA,Webster,"(32.0, 64.0]",1,1,409,0,0,2,0,0
IA,Webster,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IA,Webster,"(512.0, 1024.0]",0,0,0,3,0,0,0,0
IA,Webster,"(64.0, 128.0]",0,0,12,0,0,2,0,0
IA,Webster,ALL,3,1,690,6,0,15,1,1
IA,Winnebago,"(0.0, 16.0]",0,0,8,0,0,0,0,0
IA,Winnebago,"(16.0, 32.0]",0,0,5,3,0,1,0,0
IA,Winnebago,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
IA,Winnebago,"(32.0, 64.0]",0,0,131,0,0,0,0,0
IA,Winnebago,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IA,Winnebago,"(64.0, 128.0]",0,0,1,0,0,0,0,0
IA,Winnebago,ALL,0,0,145,5,0,1,0,0
IA,Winneshiek,"(0.0, 16.0]",0,0,19,0,0,0,0,0
IA,Winneshiek,"(128.0, 256.0]",0,0,0,0,0,3,0,0
IA,Winneshiek,"(16.0, 32.0]",0,0,19,0,0,6,1,0
IA,Winneshiek,"(16384.0, inf]",0,0,0,3,0,0,0,0
IA,Winneshiek,"(256.0, 512.0]",0,0,0,0,0,7,0,0
IA,Winneshiek,"(32.0, 64.0]",0,0,207,1,0,0,0,0
IA,Winneshiek,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
IA,Winneshiek,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
IA,Winneshiek,"(64.0, 128.0]",0,0,1,1,0,0,0,0
IA,Winneshiek,ALL,0,0,246,8,0,16,1,0
IA,Woodbury,"(0.0, 16.0]",0,0,270,0,0,3,0,0
IA,Woodbury,"(1024.0, 2048.0]",0,0,0,1,0,1,0,0
IA,Woodbury,"(128.0, 256.0]",1,0,21,0,0,5,0,0
IA,Woodbury,"(16.0, 32.0]",66,18,239,7,0,39,14,0
IA,Woodbury,"(16384.0, inf]",0,0,0,14,0,0,0,0
IA,Woodbury,"(256.0, 512.0]",0,0,8,3,0,5,0,0
IA,Woodbury,"(32.0, 64.0]",36,2,1412,0,0,32,7,0
IA,Woodbury,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
IA,Woodbury,"(512.0, 1024.0]",0,0,1,3,0,2,0,0
IA,Woodbury,"(64.0, 128.0]",0,0,119,1,0,10,0,0
IA,Woodbury,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
IA,Woodbury,ALL,103,20,2070,33,0,97,21,0
IA,Worth,"(0.0, 16.0]",0,0,24,0,0,0,0,0
IA,Worth,"(1024.0, 2048.0]",0,0,0,2,0,0,0,1
IA,Worth,"(128.0, 256.0]",0,0,0,1,0,0,0,0
IA,Worth,"(16.0, 32.0]",6,1,39,0,0,10,0,0
IA,Worth,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
IA,Worth,"(32.0, 64.0]",3,0,384,0,0,5,0,0
IA,Worth,"(512.0, 1024.0]",0,0,0,6,0,0,0,0
IA,Worth,"(64.0, 128.0]",0,0,4,0,0,4,0,0
IA,Worth,ALL,9,1,451,10,0,19,0,1
IA,Wright,"(0.0, 16.0]",0,0,78,0,0,2,0,0
IA,Wright,"(128.0, 256.0]",0,0,1,0,0,0,0,0
IA,Wright,"(16.0, 32.0]",0,0,42,0,0,4,0,0
IA,Wright,"(16384.0, inf]",0,0,0,3,0,0,0,0
IA,Wright,"(256.0, 512.0]",0,0,0,0,0,2,0,0
IA,Wright,"(32.0, 64.0]",1,0,265,0,0,1,1,0
IA,Wright,"(512.0, 1024.0]",0,0,0,0,0,1,0,0
IA,Wright,"(64.0, 128.0]",0,0,4,0,0,1,0,0
IA,Wright,ALL,1,0,390,3,0,11,1,0
ID,ALL,"(0.0, 16.0]",0,0,2,0,0,0,0,0
ID,ALL,"(1024.0, 2048.0]",0,0,0,17,0,0,0,0
ID,ALL,"(128.0, 256.0]",2,0,81,51,0,25,0,0
ID,ALL,"(16.0, 32.0]",76,2,6,4,0,38,3,0
ID,ALL,"(16384.0, inf]",0,0,2,268,0,2,0,7
ID,ALL,"(2048.0, 4096.0]",0,0,0,63,0,0,0,1
ID,ALL,"(256.0, 512.0]",0,0,6,87,0,5,1,24
ID,ALL,"(32.0, 64.0]",16,1,27701,2,0,182,4,0
ID,ALL,"(4096.0, 8192.0]",0,0,2,32,0,0,0,0
ID,ALL,"(512.0, 1024.0]",0,0,0,177,48,0,0,4
ID,ALL,"(64.0, 128.0]",1,0,1235,9,0,60,0,0
ID,ALL,"(8192.0, 16384.0]",0,0,1,49,0,0,0,0
ID,ALL,ALL,95,3,29036,759,48,312,8,36
ID,Ada,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Ada,"(128.0, 256.0]",0,0,18,36,0,4,0,0
ID,Ada,"(16.0, 32.0]",16,0,0,1,0,8,3,0
ID,Ada,"(16384.0, inf]",0,0,0,24,0,0,0,0
ID,Ada,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
ID,Ada,"(256.0, 512.0]",0,0,0,35,0,0,0,0
ID,Ada,"(32.0, 64.0]",6,0,4540,1,0,52,1,0
ID,Ada,"(4096.0, 8192.0]",0,0,0,4,0,0,0,0
ID,Ada,"(512.0, 1024.0]",0,0,0,20,24,0,0,0
ID,Ada,"(64.0, 128.0]",1,0,424,3,0,16,0,0
ID,Ada,"(8192.0, 16384.0]",0,0,0,3,0,0,0,0
ID,Ada,ALL,23,0,4982,129,24,80,4,0
ID,Adams,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Adams,"(16384.0, inf]",0,0,0,8,0,0,0,0
ID,Adams,"(256.0, 512.0]",0,0,0,3,0,1,0,1
ID,Adams,"(32.0, 64.0]",0,0,146,0,0,0,0,0
ID,Adams,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
ID,Adams,"(512.0, 1024.0]",0,0,0,3,0,0,0,0
ID,Adams,"(64.0, 128.0]",0,0,1,0,0,0,0,0
ID,Adams,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Adams,ALL,0,0,147,18,0,1,0,1
ID,Bannock,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Bannock,"(128.0, 256.0]",0,0,1,0,0,1,0,0
ID,Bannock,"(16.0, 32.0]",2,0,0,0,0,0,0,0
ID,Bannock,"(16384.0, inf]",0,0,0,11,0,0,0,1
ID,Bannock,"(32.0, 64.0]",0,0,964,0,0,4,0,0
ID,Bannock,"(512.0, 1024.0]",0,0,0,6,10,0,0,0
ID,Bannock,"(64.0, 128.0]",0,0,22,0,0,3,0,0
ID,Bannock,"(8192.0, 16384.0]",0,0,0,3,0,0,0,0
ID,Bannock,ALL,2,0,987,21,10,8,0,1
ID,Bear Lake,"(16384.0, inf]",0,0,0,3,0,0,0,3
ID,Bear Lake,"(32.0, 64.0]",0,0,347,0,0,1,0,0
ID,Bear Lake,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Bear Lake,"(64.0, 128.0]",0,0,10,0,0,0,0,0
ID,Bear Lake,ALL,0,0,357,4,0,1,0,3
ID,Benewah,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Benewah,"(128.0, 256.0]",0,0,2,0,0,0,0,0
ID,Benewah,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Benewah,"(16384.0, inf]",0,0,0,9,0,0,0,1
ID,Benewah,"(2048.0, 4096.0]",0,0,0,5,0,0,0,0
ID,Benewah,"(256.0, 512.0]",0,0,0,1,0,0,0,0
ID,Benewah,"(32.0, 64.0]",0,0,779,0,0,0,0,0
ID,Benewah,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Benewah,"(512.0, 1024.0]",0,0,0,5,0,0,0,2
ID,Benewah,"(64.0, 128.0]",0,0,33,0,0,0,0,0
ID,Benewah,ALL,1,0,814,22,0,0,0,3
ID,Bingham,"(128.0, 256.0]",0,0,6,0,0,2,0,0
ID,Bingham,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Bingham,"(16384.0, inf]",0,0,0,13,0,0,0,0
ID,Bingham,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
ID,Bingham,"(256.0, 512.0]",0,0,0,0,0,0,0,3
ID,Bingham,"(32.0, 64.0]",0,0,687,0,0,7,1,0
ID,Bingham,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Bingham,"(64.0, 128.0]",0,0,39,0,0,5,0,0
ID,Bingham,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Bingham,ALL,1,0,732,17,0,14,1,3
ID,Blaine,"(128.0, 256.0]",0,0,0,0,0,1,0,0
ID,Blaine,"(16.0, 32.0]",0,0,0,1,0,0,0,0
ID,Blaine,"(16384.0, inf]",0,0,0,3,0,1,0,0
ID,Blaine,"(32.0, 64.0]",0,0,160,0,0,1,0,0
ID,Blaine,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
ID,Blaine,"(512.0, 1024.0]",0,0,0,4,0,0,0,0
ID,Blaine,"(64.0, 128.0]",0,0,15,0,0,1,0,0
ID,Blaine,ALL,0,0,175,10,0,4,0,0
ID,Boise,"(16.0, 32.0]",3,0,0,0,0,0,0,0
ID,Boise,"(16384.0, inf]",0,0,0,3,0,0,0,0
ID,Boise,"(256.0, 512.0]",0,0,1,3,0,2,0,1
ID,Boise,"(32.0, 64.0]",0,0,252,0,0,0,0,0
ID,Boise,"(512.0, 1024.0]",0,0,0,3,0,0,0,0
ID,Boise,"(64.0, 128.0]",0,0,8,1,0,2,0,0
ID,Boise,ALL,3,0,261,10,0,4,0,1
ID,Bonner,"(128.0, 256.0]",0,0,0,1,0,0,0,0
ID,Bonner,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Bonner,"(16384.0, inf]",0,0,0,5,0,0,0,0
ID,Bonner,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Bonner,"(256.0, 512.0]",0,0,0,3,0,0,0,0
ID,Bonner,"(32.0, 64.0]",0,0,386,0,0,1,0,0
ID,Bonner,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Bonner,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Bonner,"(64.0, 128.0]",0,0,15,0,0,0,0,0
ID,Bonner,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
ID,Bonner,ALL,1,0,401,16,0,1,0,0
ID,Bonneville,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Bonneville,"(128.0, 256.0]",0,0,1,0,0,0,0,0
ID,Bonneville,"(16.0, 32.0]",3,0,0,0,0,1,0,0
ID,Bonneville,"(16384.0, inf]",0,0,0,8,0,0,0,0
ID,Bonneville,"(2048.0, 4096.0]",0,0,0,4,0,0,0,0
ID,Bonneville,"(256.0, 512.0]",0,0,0,0,0,1,0,3
ID,Bonneville,"(32.0, 64.0]",0,0,476,0,0,5,0,0
ID,Bonneville,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Bonneville,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Bonneville,"(64.0, 128.0]",0,0,17,1,0,0,0,0
ID,Bonneville,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Bonneville,ALL,3,0,494,18,0,7,0,3
ID,Boundary,"(128.0, 256.0]",0,0,0,0,0,1,0,0
ID,Boundary,"(16384.0, inf]",0,0,0,2,0,0,0,0
ID,Boundary,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Boundary,"(32.0, 64.0]",0,0,263,0,0,3,0,0
ID,Boundary,"(64.0, 128.0]",0,0,10,0,0,1,0,0
ID,Boundary,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Boundary,ALL,0,0,273,5,0,5,0,0
ID,Butte,"(16.0, 32.0]",0,0,0,0,0,1,0,0
ID,Butte,"(256.0, 512.0]",0,0,0,0,0,0,0,1
ID,Butte,"(32.0, 64.0]",0,0,85,0,0,0,0,0
ID,Butte,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
ID,Butte,"(64.0, 128.0]",0,0,4,0,0,0,0,0
ID,Butte,ALL,0,0,89,1,0,1,0,1
ID,Camas,"(32.0, 64.0]",0,0,42,0,0,0,0,0
ID,Camas,"(64.0, 128.0]",0,0,3,0,0,0,0,0
ID,Camas,ALL,0,0,45,0,0,0,0,0
ID,Canyon,"(1024.0, 2048.0]",0,0,0,3,0,0,0,0
ID,Canyon,"(128.0, 256.0]",0,0,4,3,0,1,0,0
ID,Canyon,"(16.0, 32.0]",13,0,0,0,0,7,0,0
ID,Canyon,"(16384.0, inf]",0,0,0,17,0,0,0,0
ID,Canyon,"(2048.0, 4096.0]",0,0,0,6,0,0,0,0
ID,Canyon,"(256.0, 512.0]",0,0,1,17,0,1,1,0
ID,Canyon,"(32.0, 64.0]",2,0,1444,0,0,9,0,0
ID,Canyon,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Canyon,"(512.0, 1024.0]",0,0,0,19,0,0,0,0
ID,Canyon,"(64.0, 128.0]",0,0,202,1,0,6,0,0
ID,Canyon,"(8192.0, 16384.0]",0,0,0,3,0,0,0,0
ID,Canyon,ALL,15,0,1651,70,0,24,1,0
ID,Caribou,"(16384.0, inf]",0,0,0,4,0,0,0,0
ID,Caribou,"(32.0, 64.0]",0,0,256,0,0,0,0,0
ID,Caribou,ALL,0,0,256,4,0,0,0,0
ID,Cassia,"(128.0, 256.0]",0,0,1,0,0,0,0,0
ID,Cassia,"(16.0, 32.0]",1,0,0,0,0,1,0,0
ID,Cassia,"(16384.0, inf]",0,0,0,7,0,0,0,0
ID,Cassia,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
ID,Cassia,"(256.0, 512.0]",0,0,0,3,0,0,0,0
ID,Cassia,"(32.0, 64.0]",0,0,748,0,0,6,0,0
ID,Cassia,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Cassia,"(512.0, 1024.0]",0,0,0,10,0,0,0,0
ID,Cassia,"(64.0, 128.0]",0,0,13,0,0,0,0,0
ID,Cassia,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Cassia,ALL,1,0,762,23,0,7,0,0
ID,Clark,"(128.0, 256.0]",0,0,0,0,0,1,0,0
ID,Clark,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Clark,"(16384.0, inf]",0,0,1,11,0,1,0,1
ID,Clark,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Clark,"(256.0, 512.0]",0,0,0,0,0,0,0,1
ID,Clark,"(32.0, 64.0]",0,0,463,0,0,4,0,0
ID,Clark,"(64.0, 128.0]",0,0,5,0,0,0,0,0
ID,Clark,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Clark,ALL,1,0,469,14,0,6,0,2
ID,Clearwater,"(16384.0, inf]",0,0,0,7,0,0,0,0
ID,Clearwater,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
ID,Clearwater,"(32.0, 64.0]",1,0,19,0,0,0,0,0
ID,Clearwater,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Clearwater,"(64.0, 128.0]",0,0,4,0,0,0,0,0
ID,Clearwater,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Clearwater,ALL,1,0,23,11,0,0,0,0
ID,Custer,"(16384.0, inf]",0,0,0,6,0,0,0,0
ID,Custer,"(2048.0, 4096.0]",0,0,0,3,0,0,0,0
ID,Custer,"(256.0, 512.0]",0,0,0,0,0,0,0,3
ID,Custer,"(32.0, 64.0]",0,0,57,0,0,0,0,0
ID,Custer,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Custer,ALL,0,0,57,11,0,0,0,3
ID,Elmore,"(1024.0, 2048.0]",0,0,0,2,0,0,0,0
ID,Elmore,"(128.0, 256.0]",0,0,5,0,0,0,0,0
ID,Elmore,"(16.0, 32.0]",3,0,0,0,0,1,0,0
ID,Elmore,"(16384.0, inf]",0,0,0,9,0,0,0,0
ID,Elmore,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Elmore,"(256.0, 512.0]",0,0,0,2,0,0,0,0
ID,Elmore,"(32.0, 64.0]",1,0,377,0,0,5,0,0
ID,Elmore,"(4096.0, 8192.0]",0,0,1,1,0,0,0,0
ID,Elmore,"(512.0, 1024.0]",0,0,0,8,0,0,0,1
ID,Elmore,"(64.0, 128.0]",0,0,20,0,0,1,0,0
ID,Elmore,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
ID,Elmore,ALL,4,0,403,26,0,7,0,1
ID,Franklin,"(16384.0, inf]",0,0,0,4,0,0,0,1
ID,Franklin,"(32.0, 64.0]",0,0,58,0,0,0,0,0
ID,Franklin,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
ID,Franklin,ALL,0,0,58,6,0,0,0,1
ID,Fremont,"(128.0, 256.0]",0,0,0,0,0,4,0,0
ID,Fremont,"(16.0, 32.0]",0,0,0,0,0,1,0,0
ID,Fremont,"(256.0, 512.0]",0,0,0,1,0,0,0,2
ID,Fremont,"(32.0, 64.0]",1,0,717,0,0,3,0,0
ID,Fremont,"(64.0, 128.0]",0,0,17,0,0,4,0,0
ID,Fremont,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Fremont,ALL,1,0,734,2,0,12,0,2
ID,Gem,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Gem,"(128.0, 256.0]",0,0,1,0,0,0,0,0
ID,Gem,"(16.0, 32.0]",0,0,0,0,0,2,0,0
ID,Gem,"(16384.0, inf]",0,0,0,1,0,0,0,0
ID,Gem,"(256.0, 512.0]",0,0,0,5,0,0,0,0
ID,Gem,"(32.0, 64.0]",0,0,32,0,0,2,0,0
ID,Gem,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Gem,"(64.0, 128.0]",0,0,4,0,0,0,0,0
ID,Gem,ALL,0,0,37,9,0,4,0,0
ID,Gooding,"(128.0, 256.0]",0,0,2,0,0,0,0,0
ID,Gooding,"(16.0, 32.0]",2,1,0,0,0,1,0,0
ID,Gooding,"(16384.0, inf]",0,0,0,8,0,0,0,0
ID,Gooding,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Gooding,"(32.0, 64.0]",0,0,453,0,0,2,0,0
ID,Gooding,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
ID,Gooding,"(512.0, 1024.0]",0,0,0,6,0,0,0,0
ID,Gooding,"(64.0, 128.0]",0,0,15,0,0,0,0,0
ID,Gooding,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
ID,Gooding,ALL,2,1,470,19,0,3,0,0
ID,Idaho,"(16384.0, inf]",0,0,0,8,0,0,0,0
ID,Idaho,"(32.0, 64.0]",0,0,853,0,0,1,0,0
ID,Idaho,"(512.0, 1024.0]",0,0,0,5,0,0,0,0
ID,Idaho,ALL,0,0,853,13,0,1,0,0
ID,Jefferson,"(128.0, 256.0]",0,0,1,0,0,2,0,0
ID,Jefferson,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Jefferson,"(16384.0, inf]",0,0,0,4,0,0,0,0
ID,Jefferson,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Jefferson,"(256.0, 512.0]",0,0,0,0,0,0,0,1
ID,Jefferson,"(32.0, 64.0]",0,0,435,0,0,3,1,0
ID,Jefferson,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Jefferson,"(64.0, 128.0]",0,0,11,0,0,1,0,0
ID,Jefferson,"(8192.0, 16384.0]",0,0,0,4,0,0,0,0
ID,Jefferson,ALL,1,0,447,12,0,6,1,1
ID,Jerome,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
ID,Jerome,"(128.0, 256.0]",0,0,16,0,0,1,0,0
ID,Jerome,"(16.0, 32.0]",2,0,0,2,0,2,0,0
ID,Jerome,"(16384.0, inf]",0,0,0,10,0,0,0,0
ID,Jerome,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Jerome,"(256.0, 512.0]",0,0,2,0,0,0,0,0
ID,Jerome,"(32.0, 64.0]",0,0,604,0,0,10,0,0
ID,Jerome,"(512.0, 1024.0]",0,0,0,5,0,0,0,0
ID,Jerome,"(64.0, 128.0]",0,0,75,0,0,2,0,0
ID,Jerome,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
ID,Jerome,ALL,2,0,697,22,0,15,0,0
ID,Kootenai,"(0.0, 16.0]",0,0,2,0,0,0,0,0
ID,Kootenai,"(1024.0, 2048.0]",0,0,0,3,0,0,0,0
ID,Kootenai,"(128.0, 256.0]",0,0,12,1,0,1,0,0
ID,Kootenai,"(16.0, 32.0]",8,1,3,0,0,4,0,0
ID,Kootenai,"(16384.0, inf]",0,0,0,14,0,0,0,0
ID,Kootenai,"(2048.0, 4096.0]",0,0,0,6,0,0,0,0
ID,Kootenai,"(256.0, 512.0]",0,0,0,2,0,0,0,0
ID,Kootenai,"(32.0, 64.0]",3,0,3305,1,0,27,0,0
ID,Kootenai,"(4096.0, 8192.0]",0,0,0,4,0,0,0,0
ID,Kootenai,"(512.0, 1024.0]",0,0,0,14,0,0,0,1
ID,Kootenai,"(64.0, 128.0]",0,0,119,1,0,10,0,0
ID,Kootenai,"(8192.0, 16384.0]",0,0,0,7,0,0,0,0
ID,Kootenai,ALL,11,1,3441,53,0,42,0,1
ID,Latah,"(128.0, 256.0]",0,0,1,1,0,0,0,0
ID,Latah,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Latah,"(16384.0, inf]",0,0,0,8,0,0,0,0
ID,Latah,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
ID,Latah,"(32.0, 64.0]",1,0,544,0,0,2,1,0
ID,Latah,"(512.0, 1024.0]",0,0,0,4,14,0,0,0
ID,Latah,"(64.0, 128.0]",0,0,10,0,0,1,0,0
ID,Latah,ALL,2,0,555,14,14,3,1,0
ID,Lemhi,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Lemhi,"(16384.0, inf]",0,0,1,12,0,0,0,0
ID,Lemhi,"(2048.0, 4096.0]",0,0,0,3,0,0,0,0
ID,Lemhi,"(256.0, 512.0]",0,0,0,0,0,0,0,1
ID,Lemhi,"(32.0, 64.0]",0,0,101,0,0,0,0,0
ID,Lemhi,"(4096.0, 8192.0]",0,0,1,0,0,0,0,0
ID,Lemhi,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
ID,Lemhi,"(64.0, 128.0]",0,0,0,0,0,2,0,0
ID,Lemhi,"(8192.0, 16384.0]",0,0,1,4,0,0,0,0
ID,Lemhi,ALL,1,0,104,20,0,2,0,1
ID,Lewis,"(128.0, 256.0]",1,0,0,0,0,1,0,0
ID,Lewis,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Lewis,"(16384.0, inf]",0,0,0,1,0,0,0,0
ID,Lewis,"(32.0, 64.0]",0,0,211,0,0,0,0,0
ID,Lewis,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
ID,Lewis,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
ID,Lewis,ALL,2,0,211,4,0,1,0,0
ID,Lincoln,"(16.0, 32.0]",1,0,0,0,0,1,0,0
ID,Lincoln,"(256.0, 512.0]",0,0,0,1,0,0,0,0
ID,Lincoln,"(32.0, 64.0]",0,0,118,0,0,0,0,0
ID,Lincoln,"(64.0, 128.0]",0,0,4,0,0,0,0,0
ID,Lincoln,ALL,1,0,122,1,0,1,0,0
ID,Madison,"(16.0, 32.0]",2,0,0,0,0,0,0,0
ID,Madison,"(16384.0, inf]",0,0,0,2,0,0,0,0
ID,Madison,"(32.0, 64.0]",0,0,85,0,0,1,0,0
ID,Madison,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
ID,Madison,"(64.0, 128.0]",0,0,2,0,0,0,0,0
ID,Madison,ALL,2,0,87,3,0,1,0,0
ID,Minidoka,"(128.0, 256.0]",0,0,0,2,0,0,0,0
ID,Minidoka,"(16.0, 32.0]",1,0,0,0,0,2,0,0
ID,Minidoka,"(16384.0, inf]",0,0,0,7,0,0,0,0
ID,Minidoka,"(2048.0, 4096.0]",0,0,0,1,0,0,0,1
ID,Minidoka,"(256.0, 512.0]",0,0,0,2,0,0,0,0
ID,Minidoka,"(32.0, 64.0]",0,1,122,0,0,1,0,0
ID,Minidoka,"(4096.0, 8192.0]",0,0,0,2,0,0,0,0
ID,Minidoka,"(512.0, 1024.0]",0,0,0,7,0,0,0,0
ID,Minidoka,"(64.0, 128.0]",0,0,1,0,0,2,0,0
ID,Minidoka,ALL,1,1,123,21,0,5,0,1
ID,Nez Perce,"(128.0, 256.0]",0,0,0,2,0,0,0,0
ID,Nez Perce,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Nez Perce,"(16384.0, inf]",0,0,0,13,0,0,0,0
ID,Nez Perce,"(2048.0, 4096.0]",0,0,0,5,0,0,0,0
ID,Nez Perce,"(32.0, 64.0]",0,0,2551,0,0,4,0,0
ID,Nez Perce,"(4096.0, 8192.0]",0,0,0,3,0,0,0,0
ID,Nez Perce,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
ID,Nez Perce,"(64.0, 128.0]",0,0,9,0,0,0,0,0
ID,Nez Perce,ALL,1,0,2560,24,0,4,0,0
ID,Oneida,"(16.0, 32.0]",1,0,0,0,0,0,0,0
ID,Oneida,"(16384.0, inf]",0,0,0,2,0,0,0,0
ID,Oneida,"(2048.0, 4096.0]",0,0,0,2,0,0,0,0
ID,Oneida,"(32.0, 64.0]",0,0,444,0,0,4,0,0
