State,County,duration,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other
NM,Sandoval,"(64.0, 128.0]",0,0,92,0,0,5,0,0
NM,Sandoval,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
NM,Sandoval,ALL,13,0,736,6,0,24,0,0
NM,Santa Fe,"(128.0, 256.0]",0,0,0,0,0,1,0,0
NM,Santa Fe,"(16.0, 32.0]",3,0,1,0,0,7,1,0
NM,Santa Fe,"(256.0, 512.0]",0,0,0,0,0,2,0,0
NM,Santa Fe,"(32.0, 64.0]",3,0,482,1,0,11,0,0
NM,Santa Fe,"(64.0, 128.0]",0,0,54,0,0,4,0,0
NM,Santa Fe,ALL,6,0,537,1,0,25,1,0
NM,Sierra,"(16.0, 32.0]",3,0,0,0,0,2,0,0
NM,Sierra,"(32.0, 64.0]",4,0,1078,0,0,9,0,0
NM,Sierra,"(64.0, 128.0]",0,0,4,0,0,0,0,0
NM,Sierra,ALL,7,0,1082,0,0,11,0,0
NM,Socorro,"(128.0, 256.0]",0,0,0,0,0,1,0,0
NM,Socorro,"(16.0, 32.0]",4,0,0,0,0,3,1,0
NM,Socorro,"(256.0, 512.0]",0,0,0,0,0,2,0,0
NM,Socorro,"(32.0, 64.0]",3,0,1238,0,0,10,0,0
NM,Socorro,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
NM,Socorro,"(64.0, 128.0]",0,0,1,0,0,1,0,0
NM,Socorro,ALL,7,0,1239,1,0,17,1,0
NM,Taos,"(16.0, 32.0]",0,0,0,0,0,1,0,0
NM,Taos,"(32.0, 64.0]",0,0,105,0,0,0,0,0
NM,Taos,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
NM,Taos,"(64.0, 128.0]",0,0,8,0,0,2,0,0
NM,Taos,ALL,0,0,113,1,0,3,0,0
NM,Torrance,"(16.0, 32.0]",4,1,0,2,0,2,0,0
NM,Torrance,"(256.0, 512.0]",0,0,0,1,0,0,0,0
NM,Torrance,"(32.0, 64.0]",2,1,504,1,0,3,0,0
NM,Torrance,"(64.0, 128.0]",0,0,9,0,0,2,0,0
NM,Torrance,ALL,6,2,513,4,0,7,0,0
NM,Union,"(16.0, 32.0]",1,0,0,0,0,0,0,0
NM,Union,"(16384.0, inf]",0,0,0,0,0,0,0,1
NM,Union,"(32.0, 64.0]",4,0,318,1,0,2,0,0
NM,Union,"(512.0, 1024.0]",0,0,0,0,0,1,0,0
NM,Union,"(64.0, 128.0]",0,0,8,0,0,0,0,0
NM,Union,ALL,5,0,326,1,0,3,0,1
NM,Valencia,"(128.0, 256.0]",0,0,6,0,0,3,0,0
NM,Valencia,"(16.0, 32.0]",1,0,0,0,0,0,0,0
NM,Valencia,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
NM,Valencia,"(256.0, 512.0]",0,0,1,0,0,1,0,0
NM,Valencia,"(32.0, 64.0]",0,0,631,0,0,2,0,0
NM,Valencia,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
NM,Valencia,"(64.0, 128.0]",0,0,53,0,0,2,0,0
NM,Valencia,ALL,1,0,691,2,0,8,0,0
NV,ALL,"(1024.0, 2048.0]",0,0,0,3,0,2,0,0
NV,ALL,"(128.0, 256.0]",18,1,31,26,0,17,1,0
NV,ALL,"(16.0, 32.0]",2042,1088,1,22,0,138,363,6
NV,ALL,"(16384.0, inf]",0,0,0,21,0,0,0,2
NV,ALL,"(2048.0, 4096.0]",0,0,0,5,0,0,0,0
NV,ALL,"(256.0, 512.0]",3,0,2,49,0,5,0,0
NV,ALL,"(32.0, 64.0]",477,180,19451,9,0,297,108,2
NV,ALL,"(4096.0, 8192.0]",0,0,0,15,0,1,0,0
NV,ALL,"(512.0, 1024.0]",0,0,0,117,87,1,0,0
NV,ALL,"(64.0, 128.0]",145,12,615,3,0,100,14,0
NV,ALL,"(8192.0, 16384.0]",0,0,0,10,0,0,0,0
NV,ALL,ALL,2685,1281,20100,280,87,561,486,10
NV,Carson City,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
NV,Carson City,"(128.0, 256.0]",0,0,2,8,0,6,0,0
NV,Carson City,"(16.0, 32.0]",152,82,1,0,0,15,26,0
NV,Carson City,"(2048.0, 4096.0]",0,0,0,4,0,0,0,0
NV,Carson City,"(256.0, 512.0]",0,0,0,18,0,0,0,0
NV,Carson City,"(32.0, 64.0]",32,26,460,0,0,7,11,0
NV,Carson City,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
NV,Carson City,"(512.0, 1024.0]",0,0,0,71,0,0,0,0
NV,Carson City,"(64.0, 128.0]",7,2,21,0,0,4,1,0
NV,Carson City,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
NV,Carson City,ALL,191,110,484,105,0,32,38,0
NV,Churchill,"(128.0, 256.0]",0,0,0,1,0,1,0,0
NV,Churchill,"(16.0, 32.0]",74,26,0,1,0,2,11,0
NV,Churchill,"(256.0, 512.0]",1,0,0,0,0,0,0,0
NV,Churchill,"(32.0, 64.0]",14,5,630,0,0,8,3,0
NV,Churchill,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
NV,Churchill,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
