State,County,RefinedType,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, inf]"
NY,Cortland,Incident,0,8,10,0,0,0,0,0,0,0,0,0
NY,Cortland,Lane,0,1,1,0,0,0,0,0,0,0,0,0
NY,Cortland,ALL,0,24,893,19,1,3,0,0,0,0,0,1
NY,Delaware,Accident,0,15,11,3,0,0,0,0,0,0,0,0
NY,Delaware,Broken,0,1,3,0,0,0,0,0,0,0,0,0
NY,Delaware,Congestion,37,84,806,9,0,0,0,0,0,0,0,0
NY,Delaware,Construction,0,0,0,0,1,2,11,1,0,0,0,0
NY,Delaware,Incident,0,14,9,0,1,0,1,0,0,0,0,0
NY,Delaware,Lane,0,1,0,2,0,0,0,0,0,0,0,0
NY,Delaware,ALL,37,115,829,14,2,2,12,1,0,0,0,0
NY,Dutchess,Accident,0,1346,1326,33,2,1,0,0,0,0,0,0
NY,Dutchess,Broken,0,613,633,9,0,0,0,0,0,0,0,0
NY,Dutchess,Congestion,1156,767,3075,447,41,4,0,0,0,0,0,0
NY,Dutchess,Construction,0,8,7,11,31,299,54,1,2,3,0,5
NY,Dutchess,Event,0,0,0,0,0,0,29,0,0,0,0,0
NY,Dutchess,Incident,30,70,94,18,4,1,0,0,0,0,0,0
NY,Dutchess,Lane,0,39,30,4,1,0,0,0,0,0,0,0
NY,Dutchess,ALL,1186,2843,5165,522,79,305,83,1,2,3,0,5
NY,Erie,Accident,0,856,672,13,4,0,0,0,0,0,0,0
NY,Erie,Broken,0,51,25,1,0,0,0,0,0,0,0,0
NY,Erie,Congestion,0,0,11817,1097,66,5,0,0,0,0,0,0
NY,Erie,Construction,0,23,14,33,62,200,338,19,0,2,1,23
NY,Erie,Event,0,0,0,0,0,0,153,0,0,0,0,0
NY,Erie,Incident,0,71,150,45,7,1,0,0,0,0,0,0
NY,Erie,Lane,0,61,40,2,0,0,0,0,0,0,0,0
NY,Erie,ALL,0,1062,12718,1191,139,206,491,19,0,2,1,23
NY,Essex,Accident,0,6,3,0,0,0,0,0,0,0,0,0
NY,Essex,Broken,0,1,1,0,0,0,0,0,0,0,0,0
NY,Essex,Congestion,0,0,973,8,0,0,0,0,0,0,0,0
NY,Essex,Construction,0,1,0,0,0,2,3,0,0,0,1,2
NY,Essex,Incident,0,8,10,1,2,0,0,0,0,0,0,0
NY,Essex,Lane,0,4,1,0,0,0,0,0,0,0,0,0
NY,Essex,ALL,0,20,988,9,2,2,3,0,0,0,1,2
NY,Fairfield,Construction,0,0,0,0,2,0,0,0,0,0,0,0
NY,Fairfield,ALL,0,0,0,0,2,0,0,0,0,0,0,0
NY,Franklin,Accident,0,0,1,0,0,0,0,0,0,0,0,0
NY,Franklin,Congestion,0,0,399,24,0,0,0,0,0,0,0,0
NY,Franklin,Incident,0,4,4,0,0,1,0,0,0,0,0,0
NY,Franklin,ALL,0,4,404,24,0,1,0,0,0,0,0,0
NY,Fulton,Accident,0,1,1,0,0,0,0,0,0,0,0,0
NY,Fulton,Congestion,0,0,218,9,0,0,0,0,0,0,0,0
NY,Fulton,Construction,0,0,3,0,0,0,0,0,0,0,0,1
NY,Fulton,Incident,0,2,3,0,0,0,0,0,0,0,0,0
NY,Fulton,ALL,0,3,225,9,0,0,0,0,0,0,0,1
NY,Genesee,Accident,0,99,81,2,0,0,0,0,0,0,0,0
NY,Genesee,Broken,0,5,1,0,0,0,0,0,0,0,0,0
NY,Genesee,Congestion,0,0,1219,49,2,2,0,0,0,0,0,0
NY,Genesee,Construction,0,1,0,3,1,18,86,0,1,0,0,0
NY,Genesee,Incident,0,10,6,0,1,0,0,0,0,0,0,0
NY,Genesee,Lane,0,15,5,0,0,0,0,0,0,0,0,0
NY,Genesee,ALL,0,130,1312,54,4,20,86,0,1,0,0,0
NY,Greene,Accident,0,92,118,4,0,0,0,0,0,0,0,0
NY,Greene,Broken,0,7,5,1,0,0,0,0,0,0,0,0
NY,Greene,Congestion,117,160,599,35,3,0,0,0,0,0,0,0
NY,Greene,Construction,0,2,3,16,40,130,105,0,0,3,0,2
NY,Greene,Incident,2,26,43,8,0,0,0,0,0,0,0,0
NY,Greene,Lane,0,9,11,2,0,0,0,0,0,0,0,0
NY,Greene,Other,0,0,0,1,0,0,0,0,0,0,0,0
NY,Greene,ALL,119,296,779,67,43,130,105,0,0,3,0,2
NY,Hamilton,Accident,0,0,1,0,0,0,0,0,0,0,0,0
NY,Hamilton,Congestion,0,0,145,0,0,0,0,0,0,0,0,0
NY,Hamilton,Construction,0,0,1,1,0,0,1,0,0,0,0,0
NY,Hamilton,Incident,0,1,2,0,1,0,0,0,0,0,0,0
NY,Hamilton,ALL,0,1,149,1,1,0,1,0,0,0,0,0
NY,Herkimer,Accident,0,38,25,0,0,0,0,0,0,0,0,0
NY,Herkimer,Broken,0,1,2,0,0,0,0,0,0,0,0,0
NY,Herkimer,Congestion,0,0,528,10,2,0,0,0,0,0,0,0
NY,Herkimer,Construction,0,0,0,1,3,23,25,0,0,0,0,0
NY,Herkimer,Incident,0,3,11,2,0,0,0,0,0,0,0,0
NY,Herkimer,Lane,0,8,4,0,0,0,0,0,0,0,0,0
NY,Herkimer,ALL,0,50,570,13,5,23,25,0,0,0,0,0
NY,Jefferson,Accident,0,2,3,0,0,0,0,0,0,0,0,0
NY,Jefferson,Congestion,0,0,2763,85,5,0,0,0,0,0,0,0
NY,Jefferson,Construction,0,0,0,0,0,0,0,0,0,0,0,2
NY,Jefferson,Incident,0,11,29,2,3,0,0,0,0,0,0,0
NY,Jefferson,ALL,0,13,2795,87,8,0,0,0,0,0,0,2
NY,Kings,Accident,0,1902,1166,19,0,0,0,0,0,0,0,0
NY,Kings,Broken,0,466,259,9,1,0,0,0,0,0,0,0
NY,Kings,Congestion,11686,9326,61552,10282,2479,696,66,0,0,0,0,0
NY,Kings,Construction,0,173,122,139,386,450,450,44,32,6,26,70
NY,Kings,Event,0,1,2,4,0,0,195,0,0,0,0,0
NY,Kings,Incident,669,1002,3586,1567,710,319,116,2,1,0,0,0
NY,Kings,Lane,0,392,483,26,4,0,0,0,0,0,0,0
NY,Kings,Other,0,1,4,0,0,2,0,0,0,0,0,0
NY,Kings,ALL,12355,13263,67174,12046,3580,1467,827,46,33,6,26,70
NY,Lewis,Congestion,0,0,416,1,0,0,0,0,0,0,0,0
NY,Lewis,Incident,0,7,3,1,0,0,0,0,0,0,0,0
NY,Lewis,ALL,0,7,419,2,0,0,0,0,0,0,0,0
NY,Livingston,Accident,0,3,3,0,0,0,0,0,0,0,0,0
NY,Livingston,Broken,0,3,0,1,0,0,0,0,0,0,0,0
NY,Livingston,Congestion,0,0,775,15,0,0,0,0,0,0,0,0
NY,Livingston,Construction,0,0,0,0,2,2,3,0,0,0,0,0
NY,Livingston,Incident,0,8,5,4,4,0,1,1,0,0,0,0
NY,Livingston,ALL,0,14,783,20,6,2,4,1,0,0,0,0
NY,Madison,Accident,0,41,36,0,0,0,0,0,0,0,0,0
NY,Madison,Broken,0,1,2,0,0,0,0,0,0,0,0,0
NY,Madison,Congestion,0,0,703,39,1,0,0,0,0,0,0,0
NY,Madison,Construction,0,0,0,0,6,48,43,1,0,1,0,0
NY,Madison,Event,0,0,0,0,0,0,8,0,0,0,0,0
NY,Madison,Incident,0,3,7,1,0,0,0,0,0,0,0,0
NY,Madison,Lane,0,8,0,0,0,0,0,0,0,0,0,0
NY,Madison,Other,0,0,1,1,0,0,0,0,0,0,0,0
NY,Madison,ALL,0,53,749,41,7,48,51,1,0,1,0,0
NY,Monroe,Accident,0,4065,1525,53,3,0,0,0,0,0,0,0
NY,Monroe,Broken,0,81,19,2,0,0,0,0,0,0,0,0
NY,Monroe,Congestion,0,0,5805,369,11,2,0,0,0,0,0,0
NY,Monroe,Construction,0,20,25,22,23,85,85,4,0,0,0,19
NY,Monroe,Event,0,0,0,0,0,0,119,0,0,0,0,0
NY,Monroe,Incident,0,501,91,36,4,1,0,0,0,0,0,0
NY,Monroe,Lane,0,75,14,2,0,0,0,0,0,0,0,0
NY,Monroe,Other,0,3,0,0,0,1,0,1,0,0,0,0
NY,Monroe,ALL,0,4745,7479,484,41,89,204,5,0,0,0,19
NY,Montgomery,Accident,0,49,59,0,0,0,0,0,0,0,0,0
NY,Montgomery,Broken,0,4,2,0,0,0,0,0,0,0,0,0
NY,Montgomery,Congestion,6,20,764,22,1,0,0,0,0,0,0,0
NY,Montgomery,Construction,0,0,1,4,21,90,105,0,0,0,12,0
NY,Montgomery,Incident,0,8,9,5,0,0,0,0,0,0,0,0
NY,Montgomery,Lane,0,12,7,0,0,0,0,0,0,0,0,0
NY,Montgomery,ALL,6,93,842,31,22,90,105,0,0,0,12,0
NY,Nassau,Accident,0,1435,929,17,1,0,0,0,0,0,0,0
NY,Nassau,Broken,0,203,116,2,0,0,0,0,0,0,0,0
NY,Nassau,Congestion,11593,9132,49237,6457,1147,95,1,0,0,0,0,0
NY,Nassau,Construction,0,352,115,70,343,819,11,2,0,0,5,1
NY,Nassau,Event,0,0,0,0,0,0,38,0,0,0,0,0
NY,Nassau,Incident,485,641,1700,820,255,10,0,0,0,0,0,0
NY,Nassau,Lane,0,133,142,41,3,0,0,0,0,0,0,0
NY,Nassau,Other,0,2,0,0,0,0,0,0,0,0,0,0
NY,Nassau,ALL,12078,11898,52239,7407,1749,924,50,2,0,0,5,1
NY,New York,Accident,0,1649,964,19,1,0,0,0,0,0,0,0
NY,New York,Broken,0,506,187,6,0,0,0,0,0,0,0,0
NY,New York,Congestion,34713,24407,120444,20919,4473,1215,241,0,0,0,0,0
NY,New York,Construction,0,220,163,276,485,1696,2347,98,132,61,14,66
NY,New York,Event,0,6,5,8,0,0,430,0,0,0,0,0
NY,New York,Incident,2772,2370,6171,3134,1221,326,72,7,1,1,0,0
NY,New York,Lane,0,550,422,31,12,1,3,0,1,0,0,0
NY,New York,Other,0,4,4,0,0,1,0,2,0,0,0,0
NY,New York,ALL,37485,29712,128360,24393,6192,3239,3093,107,134,62,14,66
NY,Niagara,Accident,0,42,36,3,0,0,0,0,0,0,0,0
NY,Niagara,Broken,0,1,0,1,0,0,0,0,0,0,0,0
NY,Niagara,Congestion,0,0,6148,430,19,2,0,0,0,0,0,0
NY,Niagara,Construction,0,1,0,3,3,6,13,1,0,0,1,6
NY,Niagara,Event,0,0,0,0,0,0,11,0,0,0,0,0
NY,Niagara,Incident,0,11,43,4,0,1,0,0,0,0,0,0
NY,Niagara,Lane,0,1,1,0,0,0,0,0,0,0,0,0
NY,Niagara,ALL,0,56,6228,441,22,9,24,1,0,0,1,6
NY,Oneida,Accident,0,533,278,4,0,0,0,0,0,0,0,0
NY,Oneida,Broken,0,18,24,0,0,0,0,0,0,0,0,0
NY,Oneida,Congestion,0,0,1697,57,7,0,0,0,0,0,0,0
NY,Oneida,Construction,0,3,0,2,10,70,175,2,0,1,0,4
NY,Oneida,Event,0,0,0,0,0,0,26,0,0,0,0,0
NY,Oneida,Incident,0,55,36,1,2,1,0,0,0,0,0,0
NY,Oneida,Lane,0,22,8,0,0,0,0,0,0,0,0,0
NY,Oneida,ALL,0,631,2043,64,19,71,201,2,0,1,0,4
NY,Onondaga,Accident,0,1191,804,4,0,0,0,0,0,0,0,0
NY,Onondaga,Broken,0,80,55,2,0,0,0,0,0,0,0,0
NY,Onondaga,Congestion,0,1,5185,289,20,7,0,0,0,0,0,0
NY,Onondaga,Construction,0,28,28,4,15,58,295,36,0,2,1,11
NY,Onondaga,Event,0,0,0,0,0,0,121,0,0,0,0,0
NY,Onondaga,Incident,0,63,67,9,6,1,0,0,0,0,0,0
NY,Onondaga,Lane,0,18,16,0,0,0,0,0,0,0,0,0
NY,Onondaga,Other,0,0,0,0,0,1,0,0,0,0,0,0
NY,Onondaga,ALL,0,1381,6155,308,41,67,416,36,0,2,1,11
NY,Ontario,Accident,0,129,98,1,1,0,0,0,0,0,0,0
NY,Ontario,Broken,0,4,7,0,0,0,0,0,0,0,0,0
NY,Ontario,Congestion,0,0,1040,87,4,0,0,0,0,0,0,0
NY,Ontario,Construction,0,0,8,11,34,80,522,15,0,4,1,3
NY,Ontario,Incident,0,7,7,4,0,1,0,0,0,0,0,0
NY,Ontario,Lane,0,20,10,0,0,0,0,0,0,0,0,0
NY,Ontario,ALL,0,160,1170,103,39,81,522,15,0,4,1,3
NY,Orange,Accident,0,507,477,13,3,0,0,0,0,0,0,0
NY,Orange,Broken,0,286,321,3,0,0,0,0,0,0,0,0
NY,Orange,Congestion,1446,1275,6328,991,135,24,0,0,0,0,0,0
NY,Orange,Construction,0,32,53,13,70,758,182,4,0,2,1,15
NY,Orange,Event,0,0,0,0,0,0,62,0,0,0,0,0
NY,Orange,Incident,41,128,212,56,18,7,0,0,0,0,0,0
NY,Orange,Lane,0,61,44,9,0,0,0,0,0,0,0,0
NY,Orange,Other,0,0,0,1,0,1,0,0,0,0,0,0
NY,Orange,ALL,1487,2289,7435,1086,226,790,244,4,0,2,1,15
NY,Orleans,Accident,0,6,0,0,0,0,0,0,0,0,0,0
NY,Orleans,Congestion,0,0,2539,106,0,0,0,0,0,0,0,0
NY,Orleans,Construction,0,0,0,0,0,0,1,0,0,0,0,1
NY,Orleans,Incident,0,3,10,3,0,0,0,0,0,0,0,0
NY,Orleans,ALL,0,9,2549,109,0,0,1,0,0,0,0,1
NY,Oswego,Accident,0,9,1,0,0,0,0,0,0,0,0,0
NY,Oswego,Broken,0,1,1,0,0,0,0,0,0,0,0,0
NY,Oswego,Congestion,0,0,2356,77,3,0,0,0,0,0,0,0
NY,Oswego,Construction,0,1,0,1,0,2,0,0,0,0,0,3
NY,Oswego,Incident,0,17,19,1,0,0,0,0,0,0,0,0
NY,Oswego,Lane,0,1,0,0,0,0,0,0,0,0,0,0
NY,Oswego,Other,0,0,0,0,0,0,1,0,0,0,0,0
NY,Oswego,ALL,0,29,2377,79,3,2,1,0,0,0,0,3
NY,Otsego,Accident,0,4,8,1,0,0,0,0,0,0,0,0
NY,Otsego,Broken,0,7,4,0,0,0,0,0,0,0,0,0
NY,Otsego,Congestion,100,72,1082,17,0,0,0,0,0,0,0,0
NY,Otsego,Construction,0,0,1,1,0,3,3,0,0,0,0,0
NY,Otsego,Incident,0,10,12,0,1,0,0,0,0,0,0,0
NY,Otsego,Lane,0,1,4,1,0,0,0,0,0,0,0,0
NY,Otsego,ALL,100,94,1111,20,1,3,3,0,0,0,0,0
NY,Putnam,Accident,0,812,660,19,0,0,0,0,0,0,0,0
NY,Putnam,Broken,0,622,499,10,0,0,0,0,0,0,0,0
NY,Putnam,Congestion,547,394,3281,326,19,1,0,0,0,0,0,0
NY,Putnam,Construction,1,8,5,1,18,163,62,1,0,0,0,2
NY,Putnam,Incident,8,47,81,15,2,1,0,0,0,0,0,0
NY,Putnam,Lane,0,43,24,5,0,0,0,0,0,0,0,0
NY,Putnam,ALL,556,1926,4550,376,39,165,62,1,0,0,0,2
NY,Queens,Accident,0,3553,1880,58,4,1,1,0,0,0,0,0
NY,Queens,Broken,0,744,346,6,2,0,0,0,0,0,0,0
NY,Queens,Congestion,15724,12866,70399,10599,2458,755,79,0,0,0,0,0
NY,Queens,Construction,1,267,166,191,511,800,290,15,22,4,15,130
NY,Queens,Event,0,2,1,0,0,0,189,28,0,0,0,0
NY,Queens,Incident,1267,1437,3212,1520,689,250,81,1,2,0,0,0
NY,Queens,Lane,0,720,468,81,5,0,0,0,0,0,0,0
NY,Queens,Other,0,1,3,0,0,0,0,0,0,0,0,0
NY,Queens,ALL,16992,19590,76475,12455,3669,1806,640,44,24,4,15,130
NY,Rensselaer,Accident,0,255,345,4,0,0,0,0,0,0,0,0
NY,Rensselaer,Broken,0,159,200,6,0,0,0,0,0,0,0,0
NY,Rensselaer,Congestion,451,243,1835,296,53,7,0,0,0,0,0,0
NY,Rensselaer,Construction,0,10,13,4,9,35,47,2,1,0,3,1
NY,Rensselaer,Event,0,0,0,0,0,0,16,0,0,0,0,0
NY,Rensselaer,Incident,4,45,78,10,0,0,0,0,0,0,0,0
NY,Rensselaer,Lane,0,24,27,1,0,0,0,0,0,0,0,0
NY,Rensselaer,Other,0,0,1,0,0,0,0,0,0,0,0,0
NY,Rensselaer,ALL,455,736,2499,321,62,42,63,2,1,0,3,1
NY,Richmond,Accident,0,1183,209,5,2,0,0,0,0,0,0,0
NY,Richmond,Broken,0,128,42,5,0,0,0,0,0,0,0,0
NY,Richmond,Congestion,1577,1560,7572,1416,347,73,0,0,0,0,0,0
NY,Richmond,Construction,1,51,25,69,65,353,104,17,18,5,3,113
NY,Richmond,Event,0,0,0,0,0,0,36,0,0,0,0,0
NY,Richmond,Incident,136,388,445,229,116,40,1,0,0,0,0,0
NY,Richmond,Lane,0,102,60,7,1,0,0,1,0,0,0,0
NY,Richmond,Other,0,0,0,1,0,0,2,0,0,0,1,27
NY,Richmond,ALL,1714,3412,8353,1732,531,466,143,18,18,5,4,140
NY,Rockland,Accident,0,1237,1161,30,2,0,0,0,0,0,0,0
NY,Rockland,Broken,0,289,300,3,0,0,0,0,0,0,0,0
NY,Rockland,Congestion,1058,1138,5808,867,142,20,0,0,0,0,0,0
NY,Rockland,Construction,2,17,80,103,84,426,240,8,1,1,0,5
NY,Rockland,Incident,52,122,184,83,24,7,0,1,0,0,0,0
NY,Rockland,Lane,0,150,135,9,4,1,0,0,0,0,0,0
NY,Rockland,Other,0,0,0,1,0,0,0,0,0,0,0,0
NY,Rockland,ALL,1112,2953,7668,1096,256,454,240,9,1,1,0,5
NY,Saint Lawrence,Accident,0,1,0,0,0,0,0,0,0,0,0,0
NY,Saint Lawrence,Congestion,0,0,55,5,0,0,0,0,0,0,0,0
NY,Saint Lawrence,Construction,0,0,0,0,0,0,0,0,0,0,0,2
NY,Saint Lawrence,Other,0,0,0,0,0,0,2,0,0,0,0,0
NY,Saint Lawrence,ALL,0,1,55,5,0,0,2,0,0,0,0,2
NY,Saratoga,Accident,0,386,303,10,1,1,0,0,0,0,0,0
NY,Saratoga,Broken,0,195,139,8,0,0,0,0,0,0,0,0
NY,Saratoga,Congestion,14,21,2255,172,11,1,0,0,0,0,0,0
NY,Saratoga,Construction,0,12,9,8,8,8,3,0,0,0,0,0
NY,Saratoga,Incident,0,18,41,5,0,0,0,0,0,0,0,0
NY,Saratoga,Lane,0,37,29,1,0,0,0,0,0,0,0,0
NY,Saratoga,Other,0,1,0,0,0,0,0,0,0,0,0,0
NY,Saratoga,ALL,14,670,2776,204,20,10,3,0,0,0,0,0
NY,Schenectady,Accident,0,155,184,3,0,0,0,0,0,0,0,0
NY,Schenectady,Broken,0,44,58,0,0,0,0,0,0,0,0,0
NY,Schenectady,Congestion,287,217,2099,98,7,0,0,0,0,0,0,0
NY,Schenectady,Construction,0,8,16,4,18,85,13,0,1,1,1,1
NY,Schenectady,Event,0,0,0,0,0,0,4,0,0,0,0,0
NY,Schenectady,Incident,9,35,47,7,2,0,0,0,0,0,0,0
NY,Schenectady,Lane,0,17,19,2,0,0,0,0,0,0,0,0
NY,Schenectady,Other,0,0,0,0,0,1,0,0,0,0,0,0
NY,Schenectady,ALL,296,476,2423,114,27,86,17,0,1,1,1,1
NY,Schoharie,Accident,0,17,23,1,0,0,0,0,0,0,0,0
NY,Schoharie,Broken,0,14,13,0,0,0,0,0,0,0,0,0
NY,Schoharie,Congestion,208,151,950,35,0,0,0,0,0,0,0,0
NY,Schoharie,Construction,0,1,6,0,0,8,0,0,0,0,0,1
NY,Schoharie,Incident,1,7,13,4,0,0,0,0,0,0,0,0
NY,Schoharie,Lane,0,5,1,0,0,0,0,0,0,0,0,0
NY,Schoharie,ALL,209,195,1006,40,0,8,0,0,0,0,0,1
NY,Schuyler,Accident,0,1,1,1,0,0,0,0,0,0,0,0
NY,Schuyler,Congestion,0,0,179,25,3,0,0,0,0,0,0,0
NY,Schuyler,Construction,0,0,1,0,1,1,0,0,0,0,0,0
NY,Schuyler,Incident,0,1,0,0,0,0,0,0,0,0,0,0
NY,Schuyler,ALL,0,2,181,26,4,1,0,0,0,0,0,0
NY,Seneca,Accident,0,24,20,0,0,0,0,0,0,0,0,0
NY,Seneca,Broken,0,1,3,0,0,0,0,0,0,0,0,0
NY,Seneca,Congestion,0,0,324,6,0,0,0,0,0,0,0,0
NY,Seneca,Construction,0,1,0,0,2,7,3,0,0,0,0,0
NY,Seneca,Incident,0,3,6,0,0,0,0,0,0,0,0,0
NY,Seneca,Lane,0,3,2,0,0,0,0,0,0,0,0,0
NY,Seneca,ALL,0,32,355,6,2,7,3,0,0,0,0,0
NY,St. Lawrence,Congestion,0,0,565,83,18,1,0,0,0,0,0,0
NY,St. Lawrence,Construction,0,0,0,0,0,0,0,0,0,0,0,2
NY,St. Lawrence,Event,0,0,0,0,0,0,6,0,0,0,0,0
NY,St. Lawrence,Incident,0,5,5,2,0,0,0,0,0,0,0,0
NY,St. Lawrence,Lane,0,1,0,0,0,0,0,0,0,0,0,0
NY,St. Lawrence,Other,0,0,0,0,0,0,1,0,0,0,0,1
NY,St. Lawrence,ALL,0,6,570,85,18,1,7,0,0,0,0,3
NY,Steuben,Accident,0,4,2,0,0,0,0,0,0,0,0,0
NY,Steuben,Broken,0,3,3,0,0,0,0,0,0,0,0,0
NY,Steuben,Congestion,0,0,1244,20,0,0,0,0,0,0,0,0
NY,Steuben,Construction,0,6,0,0,0,1,1,1,0,0,0,2
NY,Steuben,Incident,0,7,8,1,3,0,0,0,0,0,0,0
NY,Steuben,Lane,0,1,0,0,0,0,0,0,0,0,0,0
NY,Steuben,ALL,0,21,1257,21,3,1,1,1,0,0,0,2
NY,Suffolk,Accident,0,2634,876,21,1,0,0,0,0,0,0,0
NY,Suffolk,Broken,0,226,86,1,0,0,0,0,0,0,0,0
NY,Suffolk,Congestion,9633,7800,39812,6086,1284,229,25,0,0,0,0,0
NY,Suffolk,Construction,0,241,63,49,279,3096,51,7,2,2,0,1
NY,Suffolk,Event,0,0,0,0,0,0,37,0,0,0,0,0
NY,Suffolk,Incident,428,741,1365,590,173,12,0,0,0,0,0,0
NY,Suffolk,Lane,0,69,80,18,1,0,0,0,0,0,0,0
NY,Suffolk,Other,0,1,1,0,0,0,0,0,0,0,0,0
NY,Suffolk,ALL,10061,11712,42283,6765,1738,3337,113,7,2,2,0,1
NY,Sullivan,Accident,0,18,19,0,0,0,0,0,0,0,0,0
NY,Sullivan,Broken,0,13,5,0,0,0,0,0,0,0,0,0
NY,Sullivan,Congestion,417,345,1686,65,2,0,0,0,0,0,0,0
NY,Sullivan,Construction,0,2,0,0,1,6,10,0,0,0,0,1
NY,Sullivan,Incident,3,12,21,5,4,0,0,0,0,0,0,0
NY,Sullivan,Lane,0,4,4,0,0,0,0,0,0,0,0,0
NY,Sullivan,ALL,420,394,1735,70,7,6,10,0,0,0,0,1
NY,Tioga,Accident,0,11,4,0,0,0,0,0,0,0,0,0
NY,Tioga,Congestion,0,0,940,26,2,0,0,0,0,0,0,0
NY,Tioga,Construction,0,0,1,0,0,0,4,0,0,0,0,0
NY,Tioga,Incident,0,2,5,0,0,1,0,0,1,0,0,0
NY,Tioga,Lane,0,2,1,0,0,0,0,0,0,0,0,0
NY,Tioga,ALL,0,15,951,26,2,1,4,0,1,0,0,0
NY,Tompkins,Accident,0,0,0,1,0,0,0,0,0,0,0,0
NY,Tompkins,Congestion,0,0,1299,210,22,3,0,0,0,0,0,0
NY,Tompkins,Construction,0,0,0,0,0,2,1,1,0,1,0,0
NY,Tompkins,Event,0,0,0,0,0,0,12,0,0,0,0,0
NY,Tompkins,Incident,0,8,42,13,2,1,0,0,0,0,0,0
NY,Tompkins,Lane,0,1,1,0,0,0,0,0,0,0,0,0
NY,Tompkins,ALL,0,9,1342,224,24,6,13,1,0,1,0,0
NY,Ulster,Accident,0,194,239,9,1,0,0,0,0,0,0,0
NY,Ulster,Broken,0,20,19,3,0,0,0,0,0,0,0,0
NY,Ulster,Congestion,471,465,1823,207,35,0,0,0,0,0,0,0
NY,Ulster,Construction,0,2,7,26,48,306,266,4,1,0,1,13
NY,Ulster,Incident,2,40,56,25,7,0,0,0,0,0,0,0
NY,Ulster,Lane,0,27,42,1,1,0,0,0,0,0,0,0
NY,Ulster,Other,0,0,1,0,0,0,0,0,0,0,0,0
NY,Ulster,ALL,473,748,2187,271,92,306,266,4,1,0,1,13
NY,Warren,Accident,0,130,72,2,0,0,0,0,0,0,0,0
NY,Warren,Broken,0,41,46,0,0,0,0,0,0,0,0,0
NY,Warren,Congestion,0,0,1277,134,22,2,0,0,0,0,0,0
NY,Warren,Construction,0,1,0,0,1,8,8,0,0,0,0,2
NY,Warren,Incident,0,7,13,2,3,0,0,0,0,0,0,0
NY,Warren,Lane,0,15,13,0,0,0,0,0,0,0,0,0
NY,Warren,ALL,0,194,1421,138,26,10,8,0,0,0,0,2
NY,Washington,Accident,0,34,22,0,0,0,0,0,0,0,0,0
NY,Washington,Broken,0,2,0,0,0,0,0,0,0,0,0,0
NY,Washington,Congestion,0,0,348,25,2,0,0,0,0,0,0,0
NY,Washington,Construction,0,1,0,0,0,4,4,0,0,0,0,1
NY,Washington,Incident,0,9,7,2,0,0,0,0,0,0,0,0
NY,Washington,Lane,0,3,1,1,0,0,0,0,0,0,0,0
NY,Washington,ALL,0,49,378,28,2,4,4,0,0,0,0,1
NY,Wayne,Accident,0,13,1,0,0,0,0,0,0,0,0,0
NY,Wayne,Congestion,0,0,1091,18,0,0,0,0,0,0,0,0
NY,Wayne,Incident,0,4,5,1,1,0,0,0,0,0,0,0
NY,Wayne,ALL,0,17,1097,19,1,0,0,0,0,0,0,0
NY,Westchester,Accident,0,5339,3944,91,7,1,1,0,0,0,0,0
NY,Westchester,Broken,0,4228,2977,44,3,0,0,0,0,0,0,0
NY,Westchester,Congestion,11490,6597,31153,3192,477,80,0,0,0,0,0,0
NY,Westchester,Construction,0,156,91,101,306,2139,645,25,8,5,3,26
NY,Westchester,Event,0,0,0,0,0,0,47,0,0,0,0,0
NY,Westchester,Incident,281,508,673,222,97,36,4,0,0,0,0,0
NY,Westchester,Lane,0,520,324,60,9,3,0,0,0,0,0,0
NY,Westchester,Other,0,2,2,0,2,3,0,0,0,0,0,0
NY,Westchester,ALL,11771,17350,39164,3710,901,2262,697,25,8,5,3,26
NY,Wyoming,Congestion,0,0,256,4,1,0,0,0,0,0,0,0
NY,Wyoming,Construction,0,0,0,0,0,1,1,0,0,0,0,0
NY,Wyoming,Incident,0,2,3,1,3,1,1,0,2,0,0,1
NY,Wyoming,Lane,0,2,0,0,0,0,0,0,0,0,0,0
NY,Wyoming,ALL,0,4,259,5,4,2,2,0,2,0,0,1
NY,Yates,Accident,0,1,0,0,0,0,0,0,0,0,0,0
NY,Yates,Congestion,0,0,119,0,0,0,0,0,0,0,0,0
NY,Yates,Construction,0,2,0,0,1,0,0,0,0,0,0,0
NY,Yates,Incident,0,1,1,0,0,0,0,0,0,0,0,0
NY,Yates,ALL,0,4,120,0,1,0,0,0,0,0,0,0
OH,ALL,Accident,0,13811,5077,634,9,0,0,0,0,0,0,0
OH,ALL,Broken,0,2423,828,25,0,0,0,0,0,0,0,0
OH,ALL,Congestion,17614,14613,161034,14366,1164,147,68,3,0,0,0,0
OH,ALL,Construction,4,1185,330,83,231,495,627,59,214,236,171,931
OH,ALL,Event,0,1,0,0,0,0,1265,0,1,0,0,0
OH,ALL,Incident,731,3746,4394,1481,326,154,23,91,88,21,7,1
OH,ALL,Lane,0,1285,453,136,11,3,0,0,0,0,0,0
OH,ALL,Other,0,13,10,1,0,4,2,0,2,0,1,2
