State,County,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, 32768.0]","(32768.0, 65536.0]","(65536.0, 131072.0]","(131072.0, 262144.0]","(262144.0, 524288.0]","(524288.0, inf]"
MI,Alcona,101,26,109,1,1,0,0,0,0,0,0,0,1,0,0,0,0
MI,Alger,0,0,19,0,0,0,0,0,0,0,0,0,2,1,0,0,0
MI,Allegan,188,283,1114,45,9,12,9,10,1,0,0,2,0,2,0,0,0
MI,Alpena,21,13,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MI,Antrim,26,36,174,0,0,0,0,0,1,0,0,0,1,1,0,0,0
MI,Arenac,359,115,893,34,2,0,0,0,0,0,0,1,1,0,0,1,0
MI,Baraga,0,2,85,4,0,0,0,0,0,0,0,1,0,3,1,0,0
MI,Barry,44,109,296,2,0,2,6,24,0,0,0,0,2,0,1,1,0
MI,Bay,148,214,1293,80,10,2,2,1,1,0,1,1,1,3,0,2,0
MI,Benzie,5,10,115,2,1,0,2,1,1,0,0,0,0,2,0,0,0
MI,Berrien,311,339,2487,93,20,37,38,8,5,9,3,8,5,3,11,0,0
MI,Branch,122,58,704,13,1,3,2,0,0,3,2,3,1,1,2,0,0
MI,Calhoun,223,320,944,32,9,5,18,1,1,4,8,16,5,2,6,1,0
MI,Cass,26,64,329,5,2,3,15,0,1,4,2,4,2,0,2,0,0
MI,Charlevoix,0,10,279,22,1,0,1,0,0,0,0,0,1,1,0,0,0
MI,Cheboygan,0,7,1356,7,0,0,0,1,0,0,0,0,0,0,0,0,0
MI,Chippewa,0,1,879,14,0,0,2,1,0,0,0,0,1,1,2,0,1
MI,Clare,63,47,256,8,1,0,3,0,0,0,0,1,2,0,0,0,0
MI,Clinton,73,104,403,32,5,19,2,2,2,10,0,1,3,2,1,0,0
MI,Crawford,160,69,797,10,0,0,1,0,0,1,1,1,1,0,1,0,0
MI,Delta,0,3,206,16,0,0,2,0,0,0,0,0,0,2,2,1,0
MI,Dickinson,0,2,78,1,0,0,0,0,0,0,0,0,0,0,2,0,0
MI,Eaton,61,286,617,34,5,14,2,5,5,8,3,1,1,0,0,0,0
MI,Emmet,0,7,682,28,0,1,2,0,0,0,0,1,1,0,0,0,0
MI,Genesee,376,17794,6601,312,58,64,132,15,11,8,8,11,4,8,6,1,0
MI,Gladwin,3,7,32,5,0,0,2,0,1,0,0,0,0,1,0,0,0
MI,Gogebic,0,7,161,0,0,0,3,1,3,0,0,0,0,0,1,0,0
MI,Grand Traverse,168,230,1811,156,9,1,5,4,4,2,0,0,0,1,1,0,0
MI,Gratiot,215,139,436,27,1,1,13,0,0,2,2,1,2,1,1,0,0
MI,Hillsdale,76,164,1432,26,2,1,1,0,1,2,1,1,0,0,0,0,0
MI,Houghton,0,17,82,7,4,2,6,0,0,0,0,0,0,3,2,0,0
MI,Huron,34,33,370,25,1,1,2,0,0,0,0,0,2,0,1,0,0
MI,Ingham,298,803,1938,179,24,46,187,9,9,6,4,6,3,1,3,0,0
MI,Ionia,145,185,637,46,3,6,7,18,0,1,0,1,0,0,0,0,0
MI,Iosco,275,80,446,18,0,0,0,0,0,0,1,0,0,0,0,2,0
MI,Iron,0,10,116,2,0,0,3,0,0,0,0,0,0,1,0,0,0
MI,Isabella,59,53,241,4,1,2,45,4,2,0,0,1,1,3,2,2,0
MI,Jackson,232,436,1398,114,24,19,25,5,5,3,4,4,5,2,1,5,0
MI,Kalamazoo,421,655,1865,138,14,29,111,8,11,11,5,13,4,4,1,1,2
MI,Kalkaska,61,37,482,26,2,0,1,0,1,0,1,0,0,0,0,2,0
MI,Kent,2228,9068,12101,1241,140,145,243,51,28,19,4,13,6,14,3,0,1
MI,Keweenaw,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MI,Lake,8,29,53,0,0,0,1,0,0,0,0,0,1,1,0,0,0
MI,Lapeer,223,180,1440,154,11,2,6,2,0,1,0,1,2,2,0,0,0
MI,Leelanau,1,12,86,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MI,Lenawee,95,94,846,14,1,0,1,0,1,3,1,1,2,2,1,0,0
MI,Livingston,817,792,4472,342,51,77,44,3,13,5,7,8,4,1,0,0,0
MI,Luce,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MI,Mackinac,0,6,1411,33,1,1,0,0,0,0,0,0,0,2,2,0,0
MI,Macomb,3895,6128,31876,3531,271,110,51,12,22,10,12,11,15,6,1,18,0
MI,Manistee,35,27,121,2,0,0,3,1,0,0,1,0,0,1,0,0,0
MI,Marquette,0,3,208,28,1,3,1,0,2,0,1,2,0,0,3,0,0
MI,Mason,48,30,287,1,0,0,1,0,0,3,0,0,1,2,0,0,0
MI,Mecosta,58,43,264,5,0,0,19,2,1,0,1,0,0,1,0,0,0
MI,Menominee,0,1,475,3,0,0,0,0,0,0,0,0,0,0,1,0,0
MI,Midland,36,111,221,14,1,0,115,0,0,1,1,0,1,4,0,1,0
MI,Missaukee,14,21,48,1,0,0,2,0,1,0,0,0,0,0,0,0,0
MI,Monroe,551,562,2909,205,27,47,28,2,5,10,3,2,3,2,1,0,0
MI,Montcalm,65,57,344,10,3,5,4,0,2,0,0,0,0,2,0,0,0
MI,Montmorency,2,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Muskegon,96,179,728,53,17,17,9,1,3,3,2,0,1,4,0,0,0
MI,Newaygo,12,24,89,0,5,1,0,1,0,1,0,0,3,1,0,0,0
MI,Oakland,8249,11379,41208,5719,698,579,321,27,67,50,27,47,48,28,26,3,0
MI,Oceana,41,30,225,3,0,2,1,0,1,0,0,1,2,0,1,0,0
MI,Ogemaw,63,40,776,52,1,0,0,0,0,0,0,0,2,0,0,1,0
MI,Ontonagon,0,0,56,0,0,0,0,0,0,0,0,0,0,2,2,0,0
MI,Osceola,70,46,367,10,0,1,3,0,1,3,0,0,1,1,0,0,0
MI,Oscoda,5,3,43,1,0,0,0,3,0,0,0,0,1,0,0,0,0
MI,Otsego,92,53,762,6,0,1,1,0,0,0,1,1,0,2,3,0,0
MI,Ottawa,321,693,1849,175,27,47,18,7,3,3,2,2,2,1,1,0,0
MI,Presque Isle,0,3,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Roscommon,110,36,664,9,3,2,1,0,0,1,0,2,1,4,0,1,0
MI,Saginaw,118,323,1190,45,13,6,67,3,1,1,2,0,4,3,1,0,0
MI,Saint Clair,35,34,144,16,1,7,2,0,0,0,0,0,0,0,0,0,0
MI,Saint Joseph,124,72,456,11,1,1,1,0,1,0,1,4,1,2,0,0,0
MI,Sanilac,37,33,433,7,0,0,5,0,0,1,0,0,0,3,2,0,0
MI,Schoolcraft,0,2,82,5,0,0,1,0,0,0,0,0,0,2,1,0,0
MI,Shiawassee,12,133,222,9,0,2,7,0,2,1,0,0,0,0,0,0,0
MI,St. Clair,125,133,4483,315,35,5,2,0,0,1,1,1,3,2,1,0,0
MI,St. Joseph,37,53,619,5,0,0,1,0,2,2,0,2,0,0,3,1,0
MI,Tuscola,37,38,235,3,0,0,2,1,0,1,0,0,1,1,4,0,0
MI,Van Buren,189,243,1060,37,7,20,27,26,4,15,2,2,2,1,0,0,0
MI,Washtenaw,1786,2440,9065,1243,177,185,264,13,36,32,26,24,21,14,7,3,0
MI,Wayne,10327,18416,56234,5826,766,750,408,76,176,103,56,53,30,19,21,31,37
MI,Wexford,82,80,402,19,1,1,6,2,1,0,0,0,1,1,0,1,0
MN,ALL,1,17399,114133,10735,1411,144,362,85,60,102,42,113,134,81,122,57,48
MN,Aitkin,0,10,208,20,0,0,0,0,0,0,0,1,0,0,1,0,0
MN,Anoka,0,878,6225,806,84,2,0,1,0,0,0,3,2,1,2,0,2
MN,Becker,0,15,787,19,1,0,0,0,0,0,0,0,0,1,1,0,0
MN,Beltrami,0,6,101,11,0,0,3,0,0,0,0,0,1,0,1,0,0
MN,Benton,0,7,384,13,2,0,0,0,0,0,0,0,0,0,0,0,0
MN,Big Stone,0,0,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MN,Blue Earth,0,24,710,14,1,2,6,0,0,0,0,0,0,0,1,2,0
MN,Brown,0,2,258,5,0,2,0,0,0,0,0,0,1,0,1,0,0
MN,Carlton,0,20,469,33,2,1,0,0,0,0,0,1,0,1,0,0,0
MN,Carver,0,72,1171,54,9,1,0,1,0,0,0,2,0,0,1,0,0
MN,Cass,0,10,192,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Chippewa,0,10,147,2,0,0,0,0,0,0,0,1,0,0,2,0,0
MN,Chisago,0,251,918,72,3,1,1,0,0,1,0,0,0,0,0,0,0
MN,Clay,0,6,719,13,0,0,0,0,0,0,1,0,0,0,1,0,0
MN,Clearwater,0,0,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MN,Cook,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Cottonwood,0,1,354,12,1,2,0,0,0,0,0,0,0,0,1,2,0
MN,Crow Wing,0,7,486,50,1,0,0,0,0,0,0,0,0,2,1,0,0
MN,Dakota,0,1707,7855,624,41,7,0,0,0,0,0,0,2,1,3,1,0
MN,Dodge,0,5,252,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Douglas,0,12,1479,17,5,0,0,1,0,0,0,0,0,0,0,1,0
MN,Faribault,0,12,1172,14,3,0,0,0,0,0,0,0,0,1,0,0,0
MN,Fillmore,0,14,298,17,0,0,0,0,0,0,1,0,0,0,0,0,0
MN,Freeborn,0,57,1583,30,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Goodhue,0,35,728,32,2,0,0,0,0,0,0,1,0,3,2,3,0
MN,Grant,0,2,125,2,0,0,0,0,0,0,1,0,0,0,0,0,0
MN,Hennepin,0,8244,39405,4985,746,65,222,77,50,93,28,90,100,28,57,41,38
MN,Houston,0,7,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Hubbard,0,3,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Isanti,0,9,168,19,0,0,0,0,0,0,0,1,0,0,0,0,0
MN,Itasca,0,10,323,19,2,0,0,0,0,0,0,3,1,2,3,0,0
MN,Jackson,0,19,1196,21,0,1,0,0,0,0,0,0,0,0,0,0,0
MN,Kanabec,0,5,282,8,1,2,0,0,0,0,0,0,0,0,0,0,0
MN,Kandiyohi,0,11,497,3,1,0,0,0,0,0,0,0,0,1,0,0,0
MN,Kittson,0,0,63,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MN,Koochiching,0,0,91,3,0,0,0,0,0,0,0,0,0,1,0,0,0
MN,Lac Qui Parle,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Lac qui Parle,0,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Lake,0,2,220,11,0,0,0,0,0,0,0,0,0,2,3,0,0
MN,Lake of the Woods,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Le Sueur,0,9,230,8,0,1,0,0,0,0,2,0,0,0,0,0,0
MN,Lincoln,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Lyon,0,8,380,5,0,0,0,0,0,0,0,0,2,2,2,0,0
MN,Mahnomen,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Marshall,0,0,36,2,1,0,0,0,0,0,0,0,2,1,0,0,0
MN,Martin,0,11,847,10,3,2,0,0,0,0,1,0,0,0,0,0,0
MN,McLeod,0,11,356,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Mcleod,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Meeker,0,19,335,5,0,0,0,0,0,0,0,0,0,1,0,0,0
MN,Mille Lacs,0,9,281,13,0,0,0,0,1,0,0,0,1,0,0,0,0
MN,Morrison,0,15,467,18,3,0,0,0,0,0,0,1,0,1,2,0,0
MN,Mower,0,14,710,7,1,0,0,0,0,0,0,0,0,1,0,0,0
MN,Murray,0,5,89,2,1,0,0,0,0,1,0,0,0,0,0,0,0
MN,Nicollet,0,36,954,21,3,2,0,0,0,0,0,1,0,0,2,0,0
MN,Nobles,0,18,1121,13,3,0,0,0,0,0,0,0,0,0,1,0,0
MN,Norman,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Olmsted,0,72,1403,53,0,0,0,0,0,0,0,0,0,2,0,0,0
MN,Otter Tail,0,16,718,35,1,2,0,0,0,0,0,1,0,0,0,0,0
MN,Pennington,0,0,49,3,1,0,0,0,0,0,0,0,0,0,0,0,0
MN,Pine,0,25,1425,186,18,1,0,0,0,0,0,0,0,1,0,0,0
MN,Pipestone,0,0,146,3,3,0,0,0,0,0,1,0,0,0,0,0,0
MN,Polk,0,1,372,5,0,0,0,0,0,0,0,0,1,3,2,0,1
MN,Pope,0,1,41,0,0,0,0,0,2,1,0,0,0,0,1,0,0
MN,Ramsey,0,3935,13764,2146,352,23,120,5,6,4,3,7,16,13,12,2,2
MN,Red Lake,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Redwood,0,4,215,1,1,5,0,0,0,0,0,0,0,0,0,0,0
MN,Renville,0,6,357,4,0,2,0,0,0,0,0,0,0,0,0,0,0
MN,Rice,0,57,1636,80,16,3,0,0,0,0,0,0,0,0,0,0,0
MN,Rock,0,5,435,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Roseau,0,0,60,0,1,0,0,0,0,0,2,0,1,0,0,0,0
MN,Saint Louis,0,3,183,9,1,0,0,0,0,0,0,0,0,0,0,1,2
MN,Scott,0,253,2744,207,23,4,0,0,0,1,1,0,0,0,2,0,1
MN,Sherburne,1,63,1579,150,12,0,1,0,0,0,0,0,0,3,2,0,1
MN,Sibley,0,4,234,3,3,2,0,0,0,0,1,0,0,0,0,0,0
MN,St. Louis,0,50,835,47,1,3,2,0,0,0,0,0,2,2,4,0,0
MN,Stearns,0,66,1541,70,1,0,4,0,1,0,0,0,0,1,3,0,1
MN,Steele,0,47,1273,72,11,1,0,0,0,0,0,0,0,0,3,0,0
MN,Stevens,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Swift,0,3,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Todd,0,8,232,7,0,0,0,0,0,0,0,0,0,1,0,0,0
MN,Traverse,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Wabasha,0,10,259,4,0,0,0,0,0,0,0,0,0,0,1,2,0
MN,Wadena,0,11,369,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,Waseca,0,7,341,5,0,0,0,0,0,0,0,0,0,1,0,0,0
MN,Washington,0,938,4294,386,28,3,1,0,0,0,0,0,0,2,0,0,0
MN,Watonwan,0,1,362,4,1,3,0,0,0,1,0,0,0,0,3,1,0
MN,Wilkin,0,2,235,2,0,1,1,0,0,0,0,0,1,0,0,0,0
MN,Winona,0,27,912,17,0,0,0,0,0,0,0,0,0,0,1,0,0
MN,Wright,0,144,2210,144,15,0,1,0,0,0,0,0,1,1,0,1,0
MN,Yellow Medicine,0,7,226,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,ALL,6631,25113,67635,6933,877,1018,1082,92,50,31,76,41,54,64,62,29,5
MO,Adair,0,0,65,0,0,4,2,0,0,0,0,0,0,0,0,0,0
MO,Andrew,0,1,108,1,0,3,1,0,0,0,0,0,0,0,1,0,0
MO,Atchison,0,2,310,40,1,8,1,0,0,0,0,0,0,0,3,0,0
MO,Audrain,0,0,168,5,3,2,0,0,0,0,0,0,0,0,0,0,0
MO,Barry,0,0,196,2,0,4,4,1,0,0,0,1,0,0,0,0,0
MO,Barton,0,1,68,0,0,12,0,0,1,0,0,0,0,0,0,0,0
MO,Bates,0,2,123,1,1,6,5,0,0,0,0,0,0,1,1,0,0
MO,Benton,0,1,88,1,0,2,0,0,0,0,0,0,0,0,0,0,0
MO,Bollinger,0,0,16,0,0,1,2,1,0,0,0,0,0,2,0,0,0
MO,Boone,0,58,347,32,3,4,21,1,0,2,1,0,0,2,0,0,0
MO,Buchanan,0,10,289,16,0,2,2,0,0,0,0,0,0,0,0,0,0
MO,Butler,0,0,114,0,0,7,9,2,0,0,2,4,0,1,0,0,0
MO,Caldwell,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Callaway,0,10,453,19,2,3,0,0,0,0,2,2,0,1,2,1,0
MO,Camden,0,1,299,9,1,1,3,0,0,0,2,1,0,0,0,0,0
MO,Cape Girardeau,0,6,191,7,0,5,9,0,0,0,0,1,1,0,1,0,0
MO,Carroll,0,0,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Carter,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Cass,0,98,776,110,9,11,2,3,0,0,2,0,1,2,4,1,0
MO,Cedar,0,0,21,0,0,7,0,0,0,0,0,0,0,2,0,0,0
MO,Chariton,0,0,23,1,3,7,0,0,0,0,0,0,0,0,0,0,0
MO,Christian,0,6,220,26,1,7,0,1,0,0,0,0,0,0,1,0,0
MO,Clark,0,0,82,2,2,9,2,0,0,0,0,1,0,0,0,0,0
MO,Clay,1,840,2994,419,80,28,5,2,2,0,3,0,2,7,2,2,0
MO,Clinton,0,2,79,6,1,2,2,0,0,0,0,0,0,0,0,0,0
MO,Cole,0,0,350,26,0,1,1,0,0,0,0,1,0,0,0,1,0
MO,Cooper,0,19,150,12,1,3,2,0,0,0,2,0,0,0,0,0,0
MO,Crawford,0,4,132,5,2,12,1,0,2,0,5,0,0,0,0,0,0
MO,Dade,0,0,26,0,0,6,1,0,4,0,1,0,0,1,0,0,0
MO,Dallas,0,0,70,3,0,7,3,0,0,0,0,0,0,0,0,0,0
MO,Daviess,0,2,110,7,0,7,3,0,0,0,0,0,0,0,0,0,0
MO,DeKalb,0,1,312,26,0,4,5,0,1,0,0,0,0,0,0,0,0
MO,Dekalb,0,0,55,4,1,0,0,0,0,0,0,0,0,0,0,0,0
MO,Dent,0,0,19,0,0,5,0,0,0,0,3,0,1,0,0,0,0
MO,Douglas,0,0,11,0,2,1,0,0,0,0,0,0,0,1,0,0,0
MO,Dunklin,0,0,86,0,0,0,1,0,0,0,0,0,0,2,0,0,0
MO,Franklin,0,43,636,58,7,8,2,3,0,2,0,0,0,0,0,0,0
MO,Gasconade,0,0,83,2,0,2,0,0,0,0,1,2,0,0,0,0,0
MO,Gentry,0,0,186,25,3,16,1,0,0,0,0,0,0,0,0,0,1
MO,Greene,0,549,1980,289,17,5,101,1,1,3,1,1,3,1,1,0,0
MO,Grundy,0,0,77,3,0,8,0,0,0,0,0,0,0,0,0,0,0
MO,Harrison,0,3,125,3,2,4,4,0,0,0,0,0,0,0,0,0,0
MO,Henry,0,0,155,13,1,8,0,0,1,0,0,0,1,0,0,0,0
MO,Hickory,0,0,106,0,0,1,0,2,0,0,0,0,0,0,0,0,0
MO,Holt,0,6,159,8,6,3,3,0,0,0,0,0,1,3,3,0,0
MO,Howard,0,0,9,0,0,5,1,1,0,0,1,0,0,0,0,0,0
MO,Howell,0,0,61,1,0,1,4,0,0,0,0,0,1,0,0,0,1
MO,Iron,0,0,23,0,0,4,0,0,0,0,1,0,1,0,0,0,0
MO,Jackson,0,4725,10328,1266,157,29,141,7,14,5,11,5,13,6,3,7,3
MO,Jasper,0,7,394,15,1,7,9,0,0,0,0,0,0,1,0,0,0
MO,Jefferson,119,365,1207,112,12,18,6,2,0,0,5,1,2,1,0,0,0
MO,Johnson,0,2,236,7,1,5,2,0,1,0,0,2,1,2,1,0,0
MO,Knox,0,0,14,0,1,4,10,0,0,1,0,0,0,0,0,0,0
MO,Laclede,0,17,548,32,3,6,1,1,0,0,5,3,0,1,0,0,0
MO,Lafayette,0,29,317,24,0,0,0,0,1,0,2,0,3,0,0,0,0
MO,Lawrence,0,6,211,19,1,6,4,0,0,1,0,1,0,0,2,1,0
MO,Lewis,0,0,74,0,1,7,2,0,0,0,1,0,0,1,2,0,0
MO,Lincoln,0,3,363,10,0,22,1,0,0,1,1,1,0,0,0,0,0
MO,Linn,0,0,70,0,0,14,0,0,3,0,0,0,0,0,0,0,0
MO,Livingston,0,1,135,6,0,4,0,0,0,0,0,0,0,0,0,0,0
MO,Macon,0,1,221,1,0,2,0,0,0,0,1,0,0,1,0,0,0
MO,Madison,0,2,79,0,0,4,0,1,0,0,0,0,1,0,0,0,0
MO,Maries,0,0,175,1,0,1,3,1,0,0,0,0,0,0,0,0,0
MO,Marion,0,4,1158,3,0,12,4,0,1,0,0,0,0,0,1,0,0
MO,McDonald,0,1,182,4,0,17,5,2,0,0,0,0,0,0,1,0,0
MO,Mcdonald,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Mercer,0,1,80,1,0,2,0,0,0,0,0,0,0,0,1,0,0
MO,Miller,0,0,149,2,0,7,3,0,0,0,5,1,0,0,4,0,0
MO,Mississippi,0,0,134,4,3,4,1,0,0,1,1,1,1,0,1,0,0
MO,Moniteau,0,0,84,0,0,3,0,0,0,0,1,1,0,0,0,0,0
MO,Monroe,0,0,38,0,0,4,8,0,0,0,0,0,0,0,0,0,0
MO,Montgomery,0,7,207,3,1,6,1,0,0,0,1,1,0,0,0,0,0
MO,Morgan,0,0,56,0,1,1,1,0,0,0,0,0,0,0,0,0,0
MO,New Madrid,0,3,541,31,0,7,4,0,0,0,0,0,1,1,1,0,0
MO,Newton,0,1,409,11,2,8,0,0,0,0,0,0,0,0,0,0,0
MO,Nodaway,0,0,157,5,3,29,13,0,0,0,0,0,1,0,0,0,0
MO,Oregon,0,0,44,0,0,1,1,0,0,0,1,0,2,0,0,0,0
MO,Osage,0,0,142,0,0,1,1,2,0,0,4,0,0,0,0,0,0
MO,Ozark,0,0,20,0,0,3,0,0,0,1,0,1,2,1,1,0,0
MO,Pemiscot,0,9,348,30,0,4,6,1,1,0,0,1,0,0,0,0,0
MO,Perry,0,1,103,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MO,Pettis,0,0,415,16,1,9,3,0,0,0,0,0,1,0,0,0,0
MO,Phelps,0,16,403,24,2,7,2,0,0,0,0,0,0,0,0,0,0
MO,Pike,0,0,234,3,0,13,0,0,0,0,0,0,0,2,1,0,0
MO,Platte,0,269,555,25,1,5,7,0,2,0,1,0,1,1,1,0,0
MO,Polk,0,1,98,1,0,14,0,0,0,0,0,0,0,0,0,0,0
MO,Pulaski,0,5,104,6,1,0,1,1,1,0,2,1,1,0,1,0,0
MO,Putnam,0,0,40,0,0,8,2,0,0,1,0,0,0,0,0,0,0
MO,Ralls,0,0,173,3,2,0,7,0,0,0,0,0,0,0,0,0,0
MO,Randolph,0,0,70,0,0,1,0,0,1,0,0,0,0,0,0,0,0
MO,Ray,0,0,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MO,Reynolds,0,0,15,0,0,4,0,0,0,0,0,0,1,0,1,0,0
MO,Ripley,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0
MO,Saint Charles,53,64,200,13,0,2,0,1,0,0,1,0,0,0,0,0,0
MO,Saint Clair,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Saint Francois,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MO,Saint Louis,1253,1117,3206,380,16,17,11,3,0,0,0,1,0,0,0,0,0
MO,Saint Louis City,177,226,752,105,14,5,107,0,0,0,0,1,0,0,0,0,0
MO,Sainte Genevieve,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Saline,1,16,263,4,1,3,2,0,2,0,0,0,0,0,0,2,0
MO,Schuyler,0,1,31,0,0,4,4,0,0,0,0,0,0,0,0,0,0
MO,Scotland,0,0,16,0,0,2,9,0,0,0,0,0,0,0,0,0,0
MO,Scott,0,2,229,10,0,1,0,0,0,0,0,0,2,10,1,1,0
MO,Shannon,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MO,Shelby,0,0,92,0,0,3,3,0,1,1,0,0,0,0,0,0,0
MO,St. Charles,292,1369,3103,241,24,47,36,9,1,3,3,0,1,2,1,1,0
MO,St. Clair,0,2,57,3,0,6,0,0,0,0,0,0,0,0,0,0,0
MO,St. Francois,0,1,77,2,0,5,0,0,0,0,0,0,0,0,0,0,0
MO,St. Louis City,794,3253,5511,888,227,143,272,28,6,3,1,1,1,1,10,4,0
MO,St. Louis County,3941,11879,19194,2262,221,157,142,5,2,6,0,1,2,2,2,7,0
MO,Ste Genevieve,0,2,132,1,0,3,2,0,0,0,0,0,0,0,0,0,0
MO,Stoddard,0,0,90,2,1,7,2,0,0,0,1,1,0,2,1,0,0
MO,Stone,0,0,75,4,1,3,4,0,0,0,0,0,0,0,1,0,0
MO,Sullivan,0,0,30,0,2,1,1,0,0,0,0,0,0,0,0,0,0
MO,Taney,0,1,863,115,14,5,23,1,0,0,0,0,0,0,2,0,0
MO,Texas,0,2,109,3,1,3,2,2,0,0,0,0,0,0,0,0,0
MO,Vernon,0,0,148,4,0,17,2,0,1,0,1,0,0,0,1,0,0
MO,Warren,0,21,272,29,5,5,1,0,0,0,0,0,0,2,0,1,0
MO,Washington,0,0,83,0,0,2,1,0,0,0,0,0,0,0,0,0,0
MO,Wayne,0,0,69,2,0,3,5,2,0,0,0,0,1,0,0,0,0
MO,Webster,0,13,289,14,4,21,0,0,0,0,0,1,2,0,0,0,0
MO,Worth,0,0,3,0,2,2,0,0,0,0,0,0,0,1,0,0,0
MO,Wright,0,0,96,0,0,4,1,3,0,0,0,0,1,0,1,0,0
MS,ALL,0,1817,37209,2157,185,53,244,7,6,7,14,11,13,10,7,7,0
MS,Adams,0,6,377,20,9,1,0,0,0,0,0,0,0,0,1,0,0
MS,Alcorn,0,5,532,26,0,0,0,0,0,0,0,0,0,1,0,0,0
MS,Amite,0,1,221,6,1,0,0,0,0,0,0,0,0,0,0,0,0
MS,Attala,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Benton,0,0,442,11,0,0,3,0,0,0,0,0,0,0,0,0,0
MS,Bolivar,0,1,392,10,0,0,0,0,0,0,0,0,1,1,0,0,0
MS,Calhoun,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Carroll,0,7,262,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Chickasaw,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MS,Choctaw,0,0,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MS,Claiborne,0,0,123,2,0,0,5,0,0,0,0,0,0,0,0,0,0
MS,Clarke,0,1,162,3,1,0,0,0,0,0,0,0,0,0,0,0,0
MS,Clay,0,0,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Coahoma,0,2,597,22,1,0,0,0,0,0,0,0,0,0,0,0,0
MS,Copiah,0,21,328,33,5,0,0,0,0,0,0,0,2,1,0,0,0
MS,Covington,0,14,557,28,2,2,0,0,0,0,0,0,0,0,1,0,0
MS,DeSoto,0,80,2238,269,18,4,2,0,0,0,1,0,0,0,0,0,0
MS,Desoto,0,4,918,117,12,2,0,0,0,0,0,0,0,0,0,0,0
MS,Forrest,0,240,1868,54,2,3,14,0,0,0,1,1,1,3,1,1,0
MS,Franklin,0,0,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MS,George,0,5,186,3,0,2,0,0,0,0,0,0,0,0,0,1,0
MS,Greene,0,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
