State,County,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, 32768.0]","(32768.0, 65536.0]","(65536.0, 131072.0]","(131072.0, 262144.0]","(262144.0, 524288.0]","(524288.0, inf]"
IA,Pottawattamie,197,674,1657,68,17,82,17,14,8,18,11,4,18,4,4,1,4
IA,Poweshiek,72,109,456,32,8,2,9,0,0,0,0,0,0,0,0,0,0
IA,Ringgold,2,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IA,Sac,309,167,660,9,1,1,1,0,0,0,0,0,0,1,4,0,1
IA,Scott,213,368,1225,78,12,9,132,4,0,3,25,17,13,5,7,1,0
IA,Shelby,18,11,95,0,0,1,1,0,0,0,0,0,0,0,0,0,0
IA,Sioux,104,102,429,4,2,1,2,0,1,0,0,1,0,0,0,0,0
IA,Story,190,275,722,32,6,10,57,3,1,1,2,2,3,0,5,1,2
IA,Tama,32,26,348,20,1,1,3,0,0,0,0,0,0,0,1,1,0
IA,Taylor,4,1,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0
IA,Union,14,6,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Van Buren,9,7,138,17,0,0,6,0,0,0,0,0,0,0,0,0,0
IA,Wapello,34,48,320,0,0,3,7,0,0,1,2,0,0,0,0,0,0
IA,Warren,100,155,490,31,9,5,6,1,0,2,2,5,4,3,3,1,0
IA,Washington,9,16,293,6,0,1,4,1,0,0,0,2,1,1,0,0,0
IA,Wayne,20,36,131,3,0,1,5,0,0,0,0,1,1,0,0,0,0
IA,Webster,144,139,413,14,2,0,3,0,0,1,0,0,0,0,0,1,0
IA,Winnebago,8,9,131,1,0,0,0,0,1,1,0,0,0,0,0,0,0
IA,Winneshiek,19,26,208,2,3,7,2,0,0,1,0,0,2,0,1,0,0
IA,Woodbury,273,383,1489,130,27,16,6,2,0,2,2,0,5,1,3,4,1
IA,Worth,24,56,392,8,1,0,6,3,1,0,0,0,0,0,0,0,0
IA,Wright,80,46,268,5,1,2,1,0,0,0,0,0,0,0,3,0,0
ID,ALL,2,129,27906,1305,159,123,229,17,64,34,50,62,77,67,52,21,0
ID,Ada,0,28,4600,444,58,35,44,1,1,4,3,0,2,8,9,5,0
ID,Adams,0,0,146,1,0,5,3,1,0,2,1,1,3,2,0,2,0
ID,Bannock,0,2,968,25,2,0,16,1,0,0,3,2,4,5,0,1,0
ID,Bear Lake,0,0,348,10,0,0,0,0,0,1,0,6,0,0,0,0,0
ID,Benewah,0,1,779,33,2,1,7,1,5,1,0,1,5,2,1,1,0
ID,Bingham,0,1,695,44,8,3,2,0,1,0,1,3,3,4,3,0,0
ID,Blaine,0,1,161,16,1,0,4,0,0,2,0,0,0,1,1,2,0
ID,Boise,0,3,252,11,0,7,3,0,0,0,0,2,0,1,0,0,0
ID,Bonner,0,1,387,15,1,3,2,0,2,1,2,0,2,0,3,0,0
ID,Bonneville,0,4,481,18,1,4,2,1,4,1,1,2,0,6,0,0,0
ID,Boundary,0,0,266,11,1,0,0,0,2,0,1,0,0,0,2,0,0
ID,Butte,0,1,85,4,0,1,1,0,0,0,0,0,0,0,0,0,0
ID,Camas,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,Canyon,0,20,1455,209,8,20,19,3,6,1,3,3,4,2,7,1,0
ID,Caribou,0,0,256,0,0,0,0,0,0,0,0,0,1,3,0,0,0
ID,Cassia,0,2,754,13,1,3,10,0,1,1,1,0,3,2,1,1,0
ID,Clark,0,1,467,5,1,1,0,0,2,0,1,3,5,2,4,0,0
ID,Clearwater,0,0,20,4,0,0,2,0,1,0,1,3,4,0,0,0,0
ID,Custer,0,0,57,0,0,3,2,0,3,0,0,0,4,0,2,0,0
ID,Elmore,0,4,383,21,5,2,9,2,2,2,2,0,4,3,0,2,0
ID,Franklin,0,0,58,0,0,0,0,0,0,2,0,1,1,2,0,1,0
ID,Fremont,0,1,721,21,4,3,0,0,0,0,1,0,0,0,0,0,0
ID,Gem,0,2,34,4,1,5,2,1,0,0,0,0,0,0,1,0,0
ID,Gooding,0,4,455,15,2,0,6,0,2,2,1,1,4,1,2,0,0
ID,Idaho,0,0,854,0,0,0,5,0,0,0,0,4,1,0,3,0,0
ID,Jefferson,0,1,439,12,3,1,2,0,2,0,4,1,1,1,1,0,0
ID,Jerome,0,6,614,77,17,2,5,1,2,0,2,1,2,5,1,1,0
ID,Kootenai,2,16,3336,130,14,2,15,3,6,4,7,6,2,2,4,0,0
ID,Latah,0,1,548,11,2,0,18,0,1,0,0,3,1,4,0,0,0
ID,Lemhi,0,1,101,2,0,1,1,0,3,1,5,3,6,1,1,2,0
ID,Lewis,0,1,211,0,2,0,2,0,0,1,0,0,1,0,0,0,0
ID,Lincoln,0,2,118,4,0,1,0,0,0,0,0,0,0,0,0,0,0
ID,Madison,0,2,86,2,0,0,1,0,0,0,0,1,1,0,0,0,0
ID,Minidoka,0,3,124,3,2,2,7,0,2,2,0,2,1,1,2,1,0
ID,Nez Perce,0,1,2555,9,2,0,1,0,5,3,0,9,4,0,0,0,0
ID,Oneida,0,1,448,5,0,0,4,0,2,0,1,0,0,2,0,0,0
ID,Owyhee,0,2,240,3,2,1,2,0,0,0,1,1,0,0,0,0,0
ID,Payette,0,2,514,27,4,10,9,0,4,0,5,2,3,2,0,0,0
ID,Power,0,1,236,2,0,0,1,0,0,0,0,0,0,0,0,0,0
ID,Shoshone,0,6,1954,39,5,1,5,1,3,2,3,1,4,4,2,1,0
ID,Teton,0,0,72,0,3,2,4,0,0,0,0,0,0,0,1,0,0
ID,Twin Falls,0,2,1053,35,6,2,10,1,0,1,0,0,1,0,1,0,0
ID,Valley,0,5,154,8,1,1,1,0,0,0,0,0,0,0,0,0,0
ID,Washington,0,0,379,9,0,1,2,0,2,0,0,0,0,1,0,0,0
IL,ALL,56941,60409,295685,45949,11940,4370,2639,2043,116,188,224,131,148,150,193,143,17
IL,Adams,0,6,228,2,0,0,0,0,0,0,0,0,0,1,0,1,0
IL,Alexander,0,0,49,1,0,1,0,0,0,0,0,0,0,0,0,4,0
IL,Benton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IL,Bond,56,46,437,56,10,8,1,0,0,0,1,2,1,1,1,3,0
IL,Boone,66,61,512,16,4,14,27,7,5,0,0,1,0,0,0,0,0
IL,Brown,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Bureau,42,67,491,20,0,1,0,0,0,1,0,0,0,1,3,1,0
IL,Calhoun,0,4,7,0,1,3,0,1,0,0,0,1,0,0,0,1,0
IL,Carroll,0,7,103,2,0,0,0,0,0,0,0,1,0,1,0,0,0
IL,Cass,5,7,88,0,0,1,0,0,0,0,0,0,0,1,0,0,0
IL,Champaign,178,221,1720,197,27,11,51,0,0,0,1,3,2,2,2,3,0
IL,Christian,29,30,67,4,0,0,0,1,0,1,1,0,1,0,0,0,0
IL,Clark,31,33,241,19,1,1,1,0,0,0,0,0,0,1,0,2,0
IL,Clay,52,23,253,11,1,0,0,0,0,0,0,0,0,1,0,1,0
IL,Clinton,32,38,125,4,0,0,3,0,0,0,0,0,0,0,1,1,0
IL,Coles,43,35,212,11,2,0,22,0,0,0,0,0,2,0,0,1,0
IL,Cook,39096,34790,174991,33046,10207,3384,1455,277,47,36,36,67,67,47,64,24,2
IL,Crawford,6,2,86,8,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Cumberland,29,42,356,43,7,1,0,0,0,0,0,0,0,0,1,0,0
IL,De Witt,14,20,226,8,0,0,0,0,0,0,0,1,0,1,0,2,0
IL,DeKalb,49,71,663,26,7,10,35,2,0,0,0,0,0,0,1,1,0
IL,Dekalb,40,42,95,4,0,2,8,0,0,0,0,0,0,2,0,2,0
IL,Dewitt,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Douglas,23,15,128,5,1,0,0,0,0,0,0,1,0,2,0,0,0
IL,DuPage,3752,6159,25973,2798,374,324,219,28,4,0,1,1,3,4,12,0,0
IL,Dupage,921,2415,7875,858,100,59,97,7,0,1,2,0,0,1,1,0,0
IL,Edgar,13,7,69,2,0,0,0,0,0,1,0,0,0,0,0,0,0
IL,Edwards,3,3,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Effingham,76,83,506,55,7,1,0,0,0,0,0,1,3,2,1,1,0
IL,Fayette,94,85,286,40,8,1,0,0,1,0,0,1,2,0,0,1,0
IL,Ford,28,30,475,43,6,1,0,0,0,1,1,0,0,0,0,0,0
IL,Franklin,0,15,394,37,3,1,0,0,0,0,1,0,0,0,2,1,0
IL,Fulton,19,32,100,5,0,0,1,0,0,0,0,0,0,0,0,1,0
IL,Gallatin,0,1,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Greene,16,7,62,1,0,0,0,0,0,0,0,0,0,0,2,0,0
IL,Grundy,81,92,780,36,6,3,0,0,0,0,1,1,0,1,1,3,0
IL,Hamilton,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Hancock,0,2,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Hardin,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Henderson,0,0,328,22,2,0,1,0,0,0,0,0,0,1,0,0,0
IL,Henry,40,54,379,21,4,1,0,1,1,1,0,2,0,9,1,1,0
IL,Iroquois,88,78,791,21,4,0,0,2,0,1,0,1,2,0,1,0,0
IL,Jackson,0,2,432,10,0,0,7,0,0,0,0,0,0,0,0,0,0
IL,Jasper,12,11,158,3,0,2,0,0,0,0,0,0,0,0,0,0,0
IL,Jefferson,2,23,489,55,3,4,0,0,0,0,0,0,0,1,1,2,0
IL,Jersey,18,24,86,6,0,1,0,1,0,0,0,0,0,0,0,3,0
IL,Jo Daviess,51,45,301,9,1,3,0,3,0,0,0,0,3,0,0,0,0
IL,Johnson,0,3,55,4,0,0,0,0,1,0,0,0,1,0,0,0,0
IL,Kane,775,1859,7025,705,74,136,232,21,9,4,6,9,14,4,22,2,2
IL,Kankakee,282,156,2511,95,4,1,0,1,0,0,0,0,1,1,0,3,0
IL,Kendall,191,193,1251,168,21,0,0,0,0,1,0,0,0,2,1,0,2
IL,Kenosha,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Knox,17,28,262,6,1,0,1,1,0,1,3,1,0,0,1,4,1
IL,La Salle,47,24,155,4,3,0,0,0,0,0,3,1,2,0,0,0,0
IL,LaSalle,62,103,895,40,5,3,1,1,0,0,0,1,2,4,0,3,2
IL,Lake,4401,6861,22942,3294,290,181,97,1667,24,121,151,9,17,10,8,8,2
IL,Lawrence,23,10,172,2,0,1,0,0,1,0,0,0,0,0,0,2,0
IL,Lee,175,100,738,3,4,4,16,1,2,0,0,0,0,4,2,0,0
IL,Livingston,62,56,1021,66,5,2,2,1,0,0,0,1,0,3,5,1,0
IL,Logan,73,77,599,36,0,2,0,0,0,0,0,0,1,2,1,2,0
IL,Macon,103,89,710,15,2,0,0,0,0,0,0,2,0,0,1,1,1
IL,Macoupin,30,26,132,10,1,0,0,0,1,1,1,0,0,0,0,7,0
IL,Madison,395,457,2149,312,68,17,40,1,4,2,0,3,4,12,3,10,0
IL,Marion,100,74,389,21,7,3,0,0,0,0,2,0,1,0,0,1,0
IL,Marshall,21,16,266,8,0,0,0,0,1,2,0,0,0,0,0,0,0
IL,Mason,11,11,77,15,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Massac,0,4,55,1,0,1,1,0,0,0,0,0,0,0,0,0,0
IL,McDonough,7,6,113,4,3,3,5,0,0,0,0,1,0,0,1,0,0
IL,McHenry,284,210,1400,189,30,7,2,1,0,2,0,0,0,0,5,0,0
IL,McLean,107,93,1253,73,7,0,26,0,1,0,1,1,2,0,1,2,0
IL,Mcdonough,14,3,16,0,0,0,22,0,0,0,0,0,0,0,0,0,0
IL,Mchenry,369,260,1222,231,15,3,0,1,0,0,0,0,0,0,2,0,0
IL,Mclean,13,13,22,1,1,0,12,0,1,0,0,0,0,0,0,0,0
IL,Menard,9,6,23,9,1,0,0,0,0,0,0,0,0,0,0,0,0
IL,Mercer,4,2,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IL,Monroe,5,22,126,8,0,1,0,0,0,0,0,2,0,0,0,0,0
IL,Montgomery,22,32,134,10,0,0,1,0,0,1,0,0,0,1,2,0,0
IL,Morgan,36,29,164,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IL,Moultrie,11,17,77,1,0,0,0,0,0,0,0,0,0,4,0,0,0
IL,Newton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Ogle,132,90,571,33,9,4,2,0,0,0,0,0,0,0,0,0,0
IL,Peoria,133,184,1107,67,14,13,137,2,0,1,2,1,1,2,0,4,0
IL,Perry,0,1,280,25,3,0,0,0,0,1,0,0,0,0,0,1,0
IL,Piatt,27,9,139,5,2,0,0,0,0,0,0,1,0,0,0,0,0
IL,Pike,4,5,191,0,0,1,0,0,0,0,0,0,0,0,0,1,2
IL,Pope,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Pulaski,0,2,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Putnam,3,3,83,1,0,0,0,0,0,0,0,0,0,1,0,1,0
IL,Randolph,0,2,201,7,0,0,2,0,0,0,0,0,0,0,0,0,0
IL,Richland,58,50,328,9,1,0,0,0,0,0,0,0,0,0,0,3,0
IL,Rock Island,59,135,631,63,18,4,9,0,1,1,1,2,3,3,4,1,0
IL,Saint Clair,144,121,396,39,5,2,1,1,0,1,1,0,0,0,0,0,0
IL,Saline,0,1,110,1,1,0,0,0,1,0,0,0,1,1,0,1,0
IL,Sangamon,87,161,913,137,59,6,1,0,1,0,0,2,0,1,2,0,0
IL,Schuyler,11,4,72,1,0,0,0,0,0,0,0,0,0,0,2,0,0
IL,Scott,15,7,50,5,1,0,1,0,0,0,0,1,0,0,0,1,0
IL,Shelby,14,9,63,4,0,0,0,0,0,0,0,0,0,0,0,1,0
IL,St. Clair,372,556,1849,460,73,23,3,2,2,0,2,2,3,5,4,2,0
IL,Stark,9,4,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Stephenson,39,26,229,5,4,0,0,0,0,0,0,0,1,0,0,0,0
IL,Tazewell,74,812,1373,59,13,3,2,0,0,1,0,0,0,1,0,2,0
IL,Union,0,8,111,4,2,0,1,0,0,0,0,0,0,0,0,0,0
IL,Vermilion,54,96,358,17,3,2,1,0,0,0,0,0,1,0,1,1,0
IL,Wabash,1,3,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Warren,23,18,297,6,0,0,0,0,0,0,0,0,0,0,1,0,0
IL,Washington,19,29,209,14,1,0,0,0,1,0,0,0,0,0,1,0,0
IL,Wayne,11,3,152,5,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,White,0,6,222,11,4,0,0,0,0,0,0,0,0,0,0,1,0
IL,Whiteside,77,65,521,10,4,1,2,0,2,0,0,0,1,3,0,0,0
IL,Will,2114,2058,13652,1758,304,70,4,5,2,3,1,3,3,3,22,13,3
IL,Williamson,0,14,815,137,37,10,1,1,0,0,0,0,0,0,0,0,0
IL,Winnebago,784,309,3239,195,53,28,86,6,1,0,4,4,2,2,6,2,0
IL,Woodford,19,42,481,23,1,0,0,0,2,2,1,0,0,0,0,0,0
IN,ALL,922,12307,85324,8231,1197,401,675,231,238,212,186,280,320,200,319,129,15
IN,Adams,0,3,206,2,1,0,4,0,0,2,2,1,1,2,0,1,0
IN,Allen,0,80,1922,253,30,58,107,45,57,50,31,19,15,22,17,8,2
IN,Bartholomew,1,484,961,64,11,9,5,22,2,0,0,0,1,3,4,3,0
IN,Benton,0,1,89,2,1,0,0,0,0,0,0,0,0,1,3,0,0
IN,Blackford,0,0,64,1,0,1,1,0,0,1,1,1,0,2,0,0,0
IN,Boone,0,250,1171,107,22,5,3,0,1,0,0,1,1,0,2,1,0
IN,Brown,0,3,313,42,10,1,0,0,0,3,0,1,2,3,3,0,0
IN,Carroll,0,1,122,1,0,0,0,0,0,1,2,1,0,0,0,0,0
IN,Cass,0,3,242,1,0,1,1,1,0,0,1,2,2,1,1,0,0
IN,Clark,0,131,1121,70,17,2,12,0,2,3,2,2,2,0,3,1,0
IN,Clay,0,7,185,11,2,2,0,2,0,0,0,0,3,1,1,0,0
IN,Clinton,0,11,633,30,9,1,5,0,0,1,0,1,1,1,1,1,0
IN,Crawford,0,1,157,0,0,0,1,3,0,0,2,0,0,0,1,0,0
IN,Daviess,0,0,258,3,0,0,0,2,1,1,1,1,1,0,0,0,0
IN,De Kalb,0,0,22,0,0,0,1,0,0,1,1,0,0,0,1,0,0
IN,DeKalb,0,4,252,10,1,0,1,1,1,0,0,1,0,2,3,0,0
IN,Dearborn,0,59,993,93,7,9,0,0,0,6,0,0,1,2,1,2,0
IN,Decatur,0,10,489,36,1,1,1,1,0,0,0,2,0,0,2,2,0
IN,Delaware,0,19,670,32,1,0,16,0,2,0,0,0,2,0,2,2,2
IN,Dubois,0,5,249,7,0,0,0,1,0,1,0,4,0,0,0,1,0
IN,Elkhart,45,63,1773,193,18,6,2,1,0,5,1,3,1,3,2,1,1
IN,Fayette,0,4,48,0,0,0,1,0,0,1,0,0,0,0,0,0,0
IN,Floyd,0,120,699,100,5,3,3,1,2,1,1,1,1,1,1,0,0
IN,Fountain,2,7,131,5,1,1,0,0,0,0,0,0,0,0,0,0,0
IN,Franklin,0,2,402,15,1,1,1,0,0,0,0,1,1,0,0,0,0
IN,Fulton,0,2,162,2,0,0,1,0,0,0,1,0,1,1,0,0,0
IN,Gibson,0,22,598,36,1,2,0,1,1,2,5,2,0,1,2,0,0
IN,Grant,0,7,434,26,11,2,4,1,0,1,1,3,2,3,2,1,0
IN,Greene,0,6,151,2,0,0,0,2,1,3,0,0,1,2,1,2,0
IN,Hamilton,0,209,2259,396,39,3,9,3,3,0,3,1,5,7,4,0,0
IN,Hancock,0,62,967,76,7,2,4,1,2,0,1,1,1,2,4,0,0
IN,Harrison,0,3,235,7,0,2,1,1,3,0,2,0,0,1,0,0,0
IN,Hendricks,0,852,1753,164,19,0,3,1,1,0,0,1,0,1,2,0,0
IN,Henry,0,49,560,32,10,2,3,2,5,0,0,1,1,0,4,2,0
IN,Howard,0,40,447,6,0,1,5,0,0,0,0,1,2,0,0,0,0
IN,Huntington,0,5,359,13,2,1,5,0,4,1,3,3,1,7,2,1,0
IN,Jackson,0,49,1392,59,10,2,0,8,3,8,0,1,4,2,1,3,0
IN,Jasper,0,25,965,51,10,2,5,0,0,1,2,1,3,2,3,1,0
IN,Jay,0,1,304,7,0,1,0,2,0,0,0,2,0,3,0,0,0
IN,Jefferson,0,3,112,1,0,0,0,0,0,0,0,0,1,0,1,0,0
IN,Jennings,0,7,414,17,0,0,0,1,0,0,0,3,0,0,2,0,0
IN,Johnson,0,109,1047,79,3,2,0,0,1,0,0,0,2,1,0,1,0
IN,Knox,8,13,307,8,0,1,0,1,0,1,0,1,1,0,2,1,0
IN,Kosciusko,0,4,652,112,8,4,3,0,0,1,0,0,1,1,4,0,0
IN,La Porte,0,0,224,27,3,0,0,0,0,0,0,0,0,1,5,0,0
IN,LaGrange,26,16,330,14,0,6,0,1,0,2,2,0,0,0,0,1,0
IN,LaPorte,5,29,1932,169,22,9,3,2,3,6,0,7,1,2,5,1,0
IN,Lagrange,0,5,185,10,0,0,0,1,0,0,0,2,1,0,0,0,0
IN,Lake,517,711,11139,1620,379,81,11,16,2,8,5,6,3,5,7,6,0
IN,Lawrence,0,1,439,18,0,0,0,0,1,0,0,0,2,0,1,1,0
IN,Madison,0,110,890,98,10,2,13,2,1,0,1,1,4,1,3,0,0
IN,Marion,0,7449,19406,2264,249,96,232,38,85,50,81,140,199,64,144,43,5
IN,Marshall,0,7,586,15,3,2,3,5,1,4,1,6,0,3,2,1,0
IN,Martin,0,3,193,1,0,0,0,6,1,0,0,0,1,0,0,0,0
IN,Miami,0,8,421,34,8,0,9,0,0,0,0,0,1,2,4,1,0
IN,Monroe,0,15,2271,319,43,9,12,3,0,1,0,1,2,3,1,0,0
IN,Montgomery,0,16,402,8,0,0,0,0,0,0,0,0,0,0,2,1,0
IN,Morgan,0,29,1720,118,15,3,0,3,1,1,0,1,2,1,2,4,0
IN,Newton,5,3,532,16,2,0,0,3,0,2,0,1,3,1,3,0,0
IN,Noble,0,8,342,13,0,2,1,1,1,1,0,0,0,2,3,2,0
IN,Ohio,0,1,50,2,0,0,0,0,1,1,0,0,0,1,0,0,0
IN,Orange,0,0,90,2,0,0,0,0,1,0,0,0,0,0,3,0,0
IN,Owen,0,3,180,24,0,0,0,0,0,0,1,0,1,1,1,0,0
IN,Parke,0,2,215,1,1,0,0,0,0,0,0,1,0,1,1,0,0
IN,Perry,0,5,173,3,0,0,1,8,3,1,5,1,0,0,0,0,0
IN,Pike,0,3,121,0,0,2,0,1,2,1,0,1,0,0,2,0,0
IN,Porter,0,36,2787,227,37,15,14,4,3,5,1,4,1,5,6,0,0
IN,Posey,0,6,235,3,1,0,0,3,2,2,2,2,1,0,0,2,0
IN,Pulaski,0,0,119,0,0,2,1,0,0,1,0,1,0,1,0,1,0
IN,Putnam,0,39,596,34,1,1,2,1,0,2,0,0,2,1,3,3,0
IN,Randolph,0,6,215,0,0,2,0,2,0,1,0,1,0,0,0,0,0
IN,Ripley,0,14,693,44,11,0,0,0,0,1,0,2,0,1,0,4,0
IN,Rush,0,9,304,2,0,0,0,1,1,0,0,0,0,0,2,0,0
IN,Saint Joseph,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
IN,Scott,0,18,304,3,0,1,1,4,1,0,0,0,0,0,1,0,0
IN,Shelby,0,94,560,22,4,1,2,1,1,0,0,1,2,0,3,1,0
IN,Spencer,0,10,333,6,1,0,0,1,1,0,0,0,1,1,0,4,0
IN,St Joseph,24,13,91,6,0,0,26,0,0,1,0,2,0,1,1,0,0
IN,St. Joseph,261,234,1354,204,43,5,68,0,4,3,0,12,8,5,2,0,0
IN,Starke,0,3,297,9,1,2,2,1,0,4,4,0,2,1,1,0,0
IN,Steuben,16,23,452,24,3,1,1,1,1,1,1,1,0,0,6,2,0
IN,Sullivan,0,2,82,0,0,0,0,0,0,1,1,0,0,0,0,0,0
IN,Switzerland,0,1,101,0,0,0,0,0,3,1,0,0,2,1,1,0,0
IN,Tippecanoe,1,44,2586,233,24,9,34,7,3,3,5,2,8,3,7,7,4
IN,Tipton,0,10,285,40,5,0,0,1,0,0,1,0,1,0,2,0,0
IN,Union,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,Vanderburgh,0,89,1574,166,27,5,10,3,1,6,5,3,1,1,1,0,0
IN,Vermillion,4,15,255,0,0,0,0,0,0,2,0,0,0,3,3,1,0
IN,Vigo,7,37,652,58,13,4,9,2,0,0,1,0,2,1,2,1,0
IN,Wabash,0,5,220,3,0,0,4,2,0,1,1,4,0,1,0,1,0
IN,Warren,0,2,89,0,0,0,0,0,0,0,0,0,2,0,1,0,0
IN,Warrick,0,17,447,11,3,0,0,1,0,1,0,1,1,0,1,0,0
IN,Washington,0,2,112,1,0,1,1,0,2,1,1,0,3,0,0,0,0
IN,Wayne,0,404,862,69,10,8,4,2,17,1,2,6,2,2,1,4,1
IN,Wells,0,1,207,0,0,0,0,0,1,0,0,1,0,2,1,0,0
IN,White,0,7,663,19,5,0,2,0,1,1,1,3,0,0,1,2,0
IN,Whitley,0,4,684,99,15,3,1,0,1,0,1,3,0,3,2,0,0
KS,ALL,0,2843,26342,1665,144,58,85,2,13,18,7,15,46,35,41,34,14
KS,Allen,0,1,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KS,Anderson,0,1,141,10,0,0,0,0,0,0,0,0,0,1,0,0,0
KS,Atchison,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Barber,0,0,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Barton,0,0,226,4,0,0,0,0,0,0,0,0,0,0,0,1,0
KS,Bourbon,0,0,83,0,0,0,0,0,0,2,0,0,0,0,0,0,0
KS,Brown,0,0,323,48,4,1,0,0,0,2,0,0,0,0,0,0,0
KS,Butler,0,7,578,12,0,2,0,0,0,0,0,0,1,2,5,0,0
KS,Chase,0,1,236,0,0,0,0,0,1,0,0,0,0,0,1,0,0
KS,Chautauqua,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Cherokee,0,0,257,8,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Cheyenne,0,0,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0
KS,Clark,0,1,166,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Clay,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Cloud,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Coffey,0,1,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KS,Comanche,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Cowley,0,0,197,10,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Crawford,0,0,173,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Decatur,0,1,100,3,0,0,0,0,0,0,0,0,1,0,0,0,0
KS,Dickinson,0,0,160,24,0,0,0,0,1,0,0,0,0,0,0,0,0
KS,Doniphan,0,1,51,8,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,Douglas,0,7,641,25,0,0,16,0,0,1,0,0,0,0,0,0,0
KS,Edwards,0,0,264,13,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Elk,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Ellis,0,0,221,4,0,0,0,0,0,1,0,0,0,1,0,2,0
KS,Ellsworth,0,2,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Finney,0,2,169,5,0,0,0,0,0,0,0,0,2,0,0,0,0
KS,Ford,0,0,473,47,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,Franklin,0,1,359,34,1,0,0,0,0,1,1,0,0,3,0,0,0
KS,Geary,0,2,209,5,0,0,0,0,6,0,0,3,0,8,0,0,0
KS,Gove,0,1,130,0,0,1,0,0,0,0,0,0,0,0,0,1,0
KS,Graham,0,0,34,3,0,0,0,0,0,0,0,0,1,0,2,0,0
KS,Grant,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Gray,0,0,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Greeley,0,0,121,16,2,0,0,0,0,0,0,0,0,0,0,0,0
KS,Greenwood,0,0,395,47,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Hamilton,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Harper,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Harvey,0,1,529,39,0,0,0,0,0,0,0,0,0,2,0,0,0
KS,Haskell,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,1,0
KS,Hodgeman,0,2,136,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Jackson,0,1,73,4,2,0,0,0,0,0,0,0,0,0,0,0,0
KS,Jefferson,0,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Jewell,0,0,41,0,0,0,0,0,0,0,0,2,0,3,0,0,0
KS,Johnson,0,1757,5211,649,64,40,4,0,0,1,5,2,6,5,3,5,4
